surname,frequency,cumulative_frequency,rank,source
FIEDTKOU,0.0,90.135,85152,US Census 1990
FIEDOROWICZ,0.0,90.135,85153,US Census 1990
FIEBICH,0.0,90.135,85154,US Census 1990
FIE,0.0,90.135,85155,US Census 1990
FIDSKY,0.0,90.135,85156,US Census 1990
FIDO,0.0,90.136,85157,US Census 1990
FICENEC,0.0,90.136,85158,US Census 1990
FEYLER,0.0,90.136,85159,US Census 1990
FEWLESS,0.0,90.136,85160,US Census 1990
FEULNER,0.0,90.136,85161,US Census 1990
FEUERBERG,0.0,90.136,85162,US Census 1990
FETUI,0.0,90.136,85163,US Census 1990
FETROW,0.0,90.136,85164,US Census 1990
FESUS,0.0,90.136,85165,US Census 1990
FESENBEK,0.0,90.136,85166,US Census 1990
FERUGSON,0.0,90.137,85167,US Census 1990
FERSTER,0.0,90.137,85168,US Census 1990
FERRISE,0.0,90.137,85169,US Census 1990
FERRATT,0.0,90.137,85170,US Census 1990
FERRATELLA,0.0,90.137,85171,US Census 1990
FERRAROTTI,0.0,90.137,85172,US Census 1990
FERRARINI,0.0,90.137,85173,US Census 1990
FERRAO,0.0,90.137,85174,US Census 1990
FERRANDINO,0.0,90.137,85175,US Census 1990
FERRALL,0.0,90.137,85176,US Census 1990
FERRACIOLI,0.0,90.138,85177,US Census 1990
FERON,0.0,90.138,85178,US Census 1990
FERNDEZ,0.0,90.138,85179,US Census 1990
FERNANDZ,0.0,90.138,85180,US Census 1990
FERMO,0.0,90.138,85181,US Census 1990
FERM,0.0,90.138,85182,US Census 1990
FERLIC,0.0,90.138,85183,US Census 1990
FERJERANG,0.0,90.138,85184,US Census 1990
FERIS,0.0,90.138,85185,US Census 1990
FERENTZ,0.0,90.138,85186,US Census 1990
FEREDAY,0.0,90.138,85187,US Census 1990
FERDIN,0.0,90.139,85188,US Census 1990
FERDICO,0.0,90.139,85189,US Census 1990
FERDERER,0.0,90.139,85190,US Census 1990
FERARD,0.0,90.139,85191,US Census 1990
FERAMISCO,0.0,90.139,85192,US Census 1990
FENTI,0.0,90.139,85193,US Census 1990
FENSEL,0.0,90.139,85194,US Census 1990
FENOGLIO,0.0,90.139,85195,US Census 1990
FENOFF,0.0,90.139,85196,US Census 1990
FENO,0.0,90.139,85197,US Census 1990
FENNIWALD,0.0,90.14,85198,US Census 1990
FENGER,0.0,90.14,85199,US Census 1990
FENCEROY,0.0,90.14,85200,US Census 1990
FELZIEN,0.0,90.14,85201,US Census 1990
FELSON,0.0,90.14,85202,US Census 1990
FELSHER,0.0,90.14,85203,US Census 1990
FELLON,0.0,90.14,85204,US Census 1990
FELLI,0.0,90.14,85205,US Census 1990
FELLHAUER,0.0,90.14,85206,US Census 1990
FELLENBAUM,0.0,90.14,85207,US Census 1990
FELLEMAN,0.0,90.14,85208,US Census 1990
FELLARS,0.0,90.141,85209,US Census 1990
FELKS,0.0,90.141,85210,US Census 1990
FELIPA,0.0,90.141,85211,US Census 1990
FELILA,0.0,90.141,85212,US Census 1990
FELICO,0.0,90.141,85213,US Census 1990
FELICIONE,0.0,90.141,85214,US Census 1990
FELGER,0.0,90.141,85215,US Census 1990
FELDTMAN,0.0,90.141,85216,US Census 1990
FELDNER,0.0,90.141,85217,US Census 1990
FELDKER,0.0,90.141,85218,US Census 1990
FELDHAKE,0.0,90.142,85219,US Census 1990
FELCIANO,0.0,90.142,85220,US Census 1990
FELCHER,0.0,90.142,85221,US Census 1990
FEKETY,0.0,90.142,85222,US Census 1990
FEINDT,0.0,90.142,85223,US Census 1990
FEINBLATT,0.0,90.142,85224,US Census 1990
FEILBACH,0.0,90.142,85225,US Census 1990
FEIKLES,0.0,90.142,85226,US Census 1990
FEIGH,0.0,90.142,85227,US Census 1990
FEICHTNER,0.0,90.142,85228,US Census 1990
FEHRIBACH,0.0,90.142,85229,US Census 1990
FEHNEL,0.0,90.143,85230,US Census 1990
FEHN,0.0,90.143,85231,US Census 1990
FEGURGUR,0.0,90.143,85232,US Census 1990
FEGO,0.0,90.143,85233,US Census 1990
FEFER,0.0,90.143,85234,US Census 1990
FEEZOR,0.0,90.143,85235,US Census 1990
FEERY,0.0,90.143,85236,US Census 1990
FEERST,0.0,90.143,85237,US Census 1990
FEELING,0.0,90.143,85238,US Census 1990
FEEKES,0.0,90.143,85239,US Census 1990
FEDUNIEWICZ,0.0,90.144,85240,US Census 1990
FEDUCCIA,0.0,90.144,85241,US Census 1990
FEDORKA,0.0,90.144,85242,US Census 1990
FEDORIW,0.0,90.144,85243,US Census 1990
FEDORCZYK,0.0,90.144,85244,US Census 1990
FEDEL,0.0,90.144,85245,US Census 1990
FEDDES,0.0,90.144,85246,US Census 1990
FEDDERLY,0.0,90.144,85247,US Census 1990
FECHTEL,0.0,90.144,85248,US Census 1990
FECAT,0.0,90.144,85249,US Census 1990
FEAZELLE,0.0,90.144,85250,US Census 1990
FEAST,0.0,90.145,85251,US Census 1990
FEARHELLER,0.0,90.145,85252,US Census 1990
FEAREN,0.0,90.145,85253,US Census 1990
FEAMSTER,0.0,90.145,85254,US Census 1990
FEALY,0.0,90.145,85255,US Census 1990
FAZZINGA,0.0,90.145,85256,US Census 1990
FAWELL,0.0,90.145,85257,US Census 1990
FAVILLA,0.0,90.145,85258,US Census 1990
FAVIERI,0.0,90.145,85259,US Census 1990
FAVARON,0.0,90.145,85260,US Census 1990
FAVARO,0.0,90.146,85261,US Census 1990
FAUSTMAN,0.0,90.146,85262,US Census 1990
FAUROT,0.0,90.146,85263,US Census 1990
FAUR,0.0,90.146,85264,US Census 1990
FAULSTICK,0.0,90.146,85265,US Census 1990
FAULSTICH,0.0,90.146,85266,US Census 1990
FAULKES,0.0,90.146,85267,US Census 1990
FAULKENBURY,0.0,90.146,85268,US Census 1990
FAULISI,0.0,90.146,85269,US Census 1990
FAUBUS,0.0,90.146,85270,US Census 1990
FAT,0.0,90.146,85271,US Census 1990
FASTER,0.0,90.147,85272,US Census 1990
FASH,0.0,90.147,85273,US Census 1990
FASENMYER,0.0,90.147,85274,US Census 1990
FASCI,0.0,90.147,85275,US Census 1990
FASBENDER,0.0,90.147,85276,US Census 1990
FARUOLO,0.0,90.147,85277,US Census 1990
FARRIN,0.0,90.147,85278,US Census 1990
FARRIA,0.0,90.147,85279,US Census 1990
FARRAUTO,0.0,90.147,85280,US Census 1990
FARMSWORTH,0.0,90.147,85281,US Census 1990
FARMAR,0.0,90.148,85282,US Census 1990
FARM,0.0,90.148,85283,US Census 1990
FARLEE,0.0,90.148,85284,US Census 1990
FARIELLO,0.0,90.148,85285,US Census 1990
FARID,0.0,90.148,85286,US Census 1990
FARHA,0.0,90.148,85287,US Census 1990
FARDO,0.0,90.148,85288,US Census 1990
FARACO,0.0,90.148,85289,US Census 1990
FANTZ,0.0,90.148,85290,US Census 1990
FANNER,0.0,90.148,85291,US Census 1990
FAMY,0.0,90.148,85292,US Census 1990
FAMIANO,0.0,90.149,85293,US Census 1990
FAM,0.0,90.149,85294,US Census 1990
FALU,0.0,90.149,85295,US Census 1990
FALTZ,0.0,90.149,85296,US Census 1990
FALTO,0.0,90.149,85297,US Census 1990
FALSON,0.0,90.149,85298,US Census 1990
FALLIE,0.0,90.149,85299,US Census 1990
FALLICK,0.0,90.149,85300,US Census 1990
FALLA,0.0,90.149,85301,US Census 1990
FALKNOR,0.0,90.149,85302,US Census 1990
FALKENTHAL,0.0,90.15,85303,US Census 1990
FALIS,0.0,90.15,85304,US Census 1990
FALHA,0.0,90.15,85305,US Census 1990
FALGE,0.0,90.15,85306,US Census 1990
FALCONERI,0.0,90.15,85307,US Census 1990
FALCIONE,0.0,90.15,85308,US Census 1990
FALCHI,0.0,90.15,85309,US Census 1990
FALB,0.0,90.15,85310,US Census 1990
FALASCO,0.0,90.15,85311,US Census 1990
FALAH,0.0,90.15,85312,US Census 1990
FALACK,0.0,90.15,85313,US Census 1990
FALACCO,0.0,90.151,85314,US Census 1990
FAIX,0.0,90.151,85315,US Census 1990
FAISCA,0.0,90.151,85316,US Census 1990
FAIRY,0.0,90.151,85317,US Census 1990
FAIRLY,0.0,90.151,85318,US Census 1990
FAIGLE,0.0,90.151,85319,US Census 1990
FAICHTINGER,0.0,90.151,85320,US Census 1990
FAHRENWALD,0.0,90.151,85321,US Census 1990
FAHRENBRUCK,0.0,90.151,85322,US Census 1990
FAHNER,0.0,90.151,85323,US Census 1990
FAHLSTEDT,0.0,90.152,85324,US Census 1990
FAGNONI,0.0,90.152,85325,US Census 1990
FAGLIE,0.0,90.152,85326,US Census 1990
FAGALA,0.0,90.152,85327,US Census 1990
FAEHNLE,0.0,90.152,85328,US Census 1990
FADRI,0.0,90.152,85329,US Census 1990
FADEI,0.0,90.152,85330,US Census 1990
FACENDA,0.0,90.152,85331,US Census 1990
FABUS,0.0,90.152,85332,US Census 1990
FABROQUEZ,0.0,90.152,85333,US Census 1990
FABELLO,0.0,90.152,85334,US Census 1990
FABECK,0.0,90.153,85335,US Census 1990
FABBOZZI,0.0,90.153,85336,US Census 1990
EZERNACK,0.0,90.153,85337,US Census 1990
EZER,0.0,90.153,85338,US Census 1990
EZECHU,0.0,90.153,85339,US Census 1990
EZDEBSKI,0.0,90.153,85340,US Census 1990
EYUBEH,0.0,90.153,85341,US Census 1990
EYERMANN,0.0,90.153,85342,US Census 1990
EXTINE,0.0,90.153,85343,US Census 1990
EXPOSE,0.0,90.153,85344,US Census 1990
EWELIKE,0.0,90.154,85345,US Census 1990
EVORA,0.0,90.154,85346,US Census 1990
EVISTON,0.0,90.154,85347,US Census 1990
EVERTZ,0.0,90.154,85348,US Census 1990
EVERSMANN,0.0,90.154,85349,US Census 1990
EVERLETH,0.0,90.154,85350,US Census 1990
EVERING,0.0,90.154,85351,US Census 1990
EVELINE,0.0,90.154,85352,US Census 1990
EVELER,0.0,90.154,85353,US Census 1990
EVANSKI,0.0,90.154,85354,US Census 1990
EVANOSKY,0.0,90.154,85355,US Census 1990
EVANOSKI,0.0,90.155,85356,US Census 1990
EVANCHYK,0.0,90.155,85357,US Census 1990
EVANCHALK,0.0,90.155,85358,US Census 1990
EUTON,0.0,90.155,85359,US Census 1990
EUSER,0.0,90.155,85360,US Census 1990
EURTON,0.0,90.155,85361,US Census 1990
EUROPE,0.0,90.155,85362,US Census 1990
ETTL,0.0,90.155,85363,US Census 1990
ETTISON,0.0,90.155,85364,US Census 1990
ETTERS,0.0,90.155,85365,US Census 1990
ETOLL,0.0,90.156,85366,US Census 1990
ETHEL,0.0,90.156,85367,US Census 1990
ETCHINSON,0.0,90.156,85368,US Census 1990
ESTY,0.0,90.156,85369,US Census 1990
ESTEYBAR,0.0,90.156,85370,US Census 1990
ESTEVANE,0.0,90.156,85371,US Census 1990
ESTERSON,0.0,90.156,85372,US Census 1990
ESTERLING,0.0,90.156,85373,US Census 1990
ESTERGARD,0.0,90.156,85374,US Census 1990
ESTELA,0.0,90.156,85375,US Census 1990
ESTABAN,0.0,90.156,85376,US Census 1990
ESSHAKI,0.0,90.157,85377,US Census 1990
ESSEPIAN,0.0,90.157,85378,US Census 1990
ESSELMAN,0.0,90.157,85379,US Census 1990
ESSAID,0.0,90.157,85380,US Census 1990
ESSAFF,0.0,90.157,85381,US Census 1990
ESQUIUEL,0.0,90.157,85382,US Census 1990
ESQUERRE,0.0,90.157,85383,US Census 1990
ESQUEA,0.0,90.157,85384,US Census 1990
ESPOSITA,0.0,90.157,85385,US Census 1990
ESPENSCHEID,0.0,90.157,85386,US Census 1990
ESPARAZA,0.0,90.158,85387,US Census 1990
ESOIMEME,0.0,90.158,85388,US Census 1990
ESNARD,0.0,90.158,85389,US Census 1990
ESKUCHEN,0.0,90.158,85390,US Census 1990
ESKELSEN,0.0,90.158,85391,US Census 1990
ESKEETS,0.0,90.158,85392,US Census 1990
ESKARAN,0.0,90.158,85393,US Census 1990
ESKAF,0.0,90.158,85394,US Census 1990
ESHLERMAN,0.0,90.158,85395,US Census 1990
ESENWEIN,0.0,90.158,85396,US Census 1990
ESCORZA,0.0,90.158,85397,US Census 1990
ESCOE,0.0,90.159,85398,US Census 1990
ESCOBEO,0.0,90.159,85399,US Census 1990
ESCHENBACHER,0.0,90.159,85400,US Census 1990
ESCHENBACH,0.0,90.159,85401,US Census 1990
ESCHBORN,0.0,90.159,85402,US Census 1990
ESCARREGA,0.0,90.159,85403,US Census 1990
ESCALET,0.0,90.159,85404,US Census 1990
ESBENSEN,0.0,90.159,85405,US Census 1990
ESANNASON,0.0,90.159,85406,US Census 1990
ERVINE,0.0,90.159,85407,US Census 1990
ERVAY,0.0,90.16,85408,US Census 1990
ERTELT,0.0,90.16,85409,US Census 1990
ERPENBACH,0.0,90.16,85410,US Census 1990
ERO,0.0,90.16,85411,US Census 1990
ERNSTROM,0.0,90.16,85412,US Census 1990
ERNSPIKER,0.0,90.16,85413,US Census 1990
ERNANDEZ,0.0,90.16,85414,US Census 1990
ERMOGEMOUS,0.0,90.16,85415,US Census 1990
ERMITA,0.0,90.16,85416,US Census 1990
ERM,0.0,90.16,85417,US Census 1990
ERLWEIN,0.0,90.16,85418,US Census 1990
ERLANSON,0.0,90.161,85419,US Census 1990
ERIXON,0.0,90.161,85420,US Census 1990
ERICE,0.0,90.161,85421,US Census 1990
ERFERT,0.0,90.161,85422,US Census 1990
ERETH,0.0,90.161,85423,US Census 1990
ERDMUN,0.0,90.161,85424,US Census 1990
ERDELT,0.0,90.161,85425,US Census 1990
ERCHUL,0.0,90.161,85426,US Census 1990
ERCEK,0.0,90.161,85427,US Census 1990
ERBENTRAUT,0.0,90.161,85428,US Census 1990
ERARD,0.0,90.162,85429,US Census 1990
ERACLEO,0.0,90.162,85430,US Census 1990
EQUILUZ,0.0,90.162,85431,US Census 1990
EPPERT,0.0,90.162,85432,US Census 1990
EPPERHEIMER,0.0,90.162,85433,US Census 1990
EPPENGER,0.0,90.162,85434,US Census 1990
EPIFANO,0.0,90.162,85435,US Census 1990
EPERSON,0.0,90.162,85436,US Census 1990
ENZENAUER,0.0,90.162,85437,US Census 1990
ENTZI,0.0,90.162,85438,US Census 1990
ENTRUP,0.0,90.162,85439,US Census 1990
ENTEL,0.0,90.163,85440,US Census 1990
ENOTE,0.0,90.163,85441,US Census 1990
ENOCENCIO,0.0,90.163,85442,US Census 1990
ENNY,0.0,90.163,85443,US Census 1990
ENNIST,0.0,90.163,85444,US Census 1990
ENNELS,0.0,90.163,85445,US Census 1990
ENNACO,0.0,90.163,85446,US Census 1990
ENKERUD,0.0,90.163,85447,US Census 1990
ENICK,0.0,90.163,85448,US Census 1990
ENGWER,0.0,90.163,85449,US Census 1990
ENGLEBY,0.0,90.164,85450,US Census 1990
ENGET,0.0,90.164,85451,US Census 1990
ENGESSOR,0.0,90.164,85452,US Census 1990
ENGERMAN,0.0,90.164,85453,US Census 1990
ENGBRETSON,0.0,90.164,85454,US Census 1990
ENFORT,0.0,90.164,85455,US Census 1990
ENDS,0.0,90.164,85456,US Census 1990
ENDRESEN,0.0,90.164,85457,US Census 1990
ENDECOTT,0.0,90.164,85458,US Census 1990
ENCALADE,0.0,90.164,85459,US Census 1990
EMUKA,0.0,90.164,85460,US Census 1990
EMSLANDER,0.0,90.165,85461,US Census 1990
EMSHOFF,0.0,90.165,85462,US Census 1990
EMPLEO,0.0,90.165,85463,US Census 1990
EMPFIELD,0.0,90.165,85464,US Census 1990
EMPEROR,0.0,90.165,85465,US Census 1990
EMO,0.0,90.165,85466,US Census 1990
EMMRICH,0.0,90.165,85467,US Census 1990
EMLIN,0.0,90.165,85468,US Census 1990
EMIGHOLZ,0.0,90.165,85469,US Census 1990
EMFIELD,0.0,90.165,85470,US Census 1990
EMERU,0.0,90.166,85471,US Census 1990
EMECHE,0.0,90.166,85472,US Census 1990
EMDEE,0.0,90.166,85473,US Census 1990
EMBERLIN,0.0,90.166,85474,US Census 1990
EMBERLEY,0.0,90.166,85475,US Census 1990
EMBERGER,0.0,90.166,85476,US Census 1990
EMAYO,0.0,90.166,85477,US Census 1990
EMANUS,0.0,90.166,85478,US Census 1990
EMAMI,0.0,90.166,85479,US Census 1990
ELVERT,0.0,90.166,85480,US Census 1990
ELSHAIR,0.0,90.166,85481,US Census 1990
ELSENSOHN,0.0,90.167,85482,US Census 1990
ELSBURY,0.0,90.167,85483,US Census 1990
ELSA,0.0,90.167,85484,US Census 1990
ELROY,0.0,90.167,85485,US Census 1990
ELQUIST,0.0,90.167,85486,US Census 1990
ELOFSON,0.0,90.167,85487,US Census 1990
ELMAGHRABI,0.0,90.167,85488,US Census 1990
ELLWORTHS,0.0,90.167,85489,US Census 1990
ELLIFRITT,0.0,90.167,85490,US Census 1990
ELLIES,0.0,90.167,85491,US Census 1990
ELLIEM,0.0,90.168,85492,US Census 1990
ELLERKAMP,0.0,90.168,85493,US Census 1990
ELLERBECK,0.0,90.168,85494,US Census 1990
ELLENBEE,0.0,90.168,85495,US Census 1990
ELLENA,0.0,90.168,85496,US Census 1990
ELLEBRECHT,0.0,90.168,85497,US Census 1990
ELLDREGE,0.0,90.168,85498,US Census 1990
ELLANSON,0.0,90.168,85499,US Census 1990
ELKO,0.0,90.168,85500,US Census 1990
ELKAYAM,0.0,90.168,85501,US Census 1990
ELISZEWSKI,0.0,90.169,85502,US Census 1990
ELISEO,0.0,90.169,85503,US Census 1990
ELIS,0.0,90.169,85504,US Census 1990
ELION,0.0,90.169,85505,US Census 1990
ELHOSNI,0.0,90.169,85506,US Census 1990
ELHASSAN,0.0,90.169,85507,US Census 1990
ELHAJ,0.0,90.169,85508,US Census 1990
ELHADDAD,0.0,90.169,85509,US Census 1990
ELGEN,0.0,90.169,85510,US Census 1990
ELGAS,0.0,90.169,85511,US Census 1990
ELGAR,0.0,90.169,85512,US Census 1990
ELG,0.0,90.17,85513,US Census 1990
ELFTMAN,0.0,90.17,85514,US Census 1990
ELFERING,0.0,90.17,85515,US Census 1990
ELEWA,0.0,90.17,85516,US Census 1990
ELEVELD,0.0,90.17,85517,US Census 1990
ELEFRITZ,0.0,90.17,85518,US Census 1990
ELBOGEN,0.0,90.17,85519,US Census 1990
ELBERTSON,0.0,90.17,85520,US Census 1990
ELBERSON,0.0,90.17,85521,US Census 1990
ELBAHTITY,0.0,90.17,85522,US Census 1990
ELAHI,0.0,90.171,85523,US Census 1990
EKSTRUM,0.0,90.171,85524,US Census 1990
EKLOV,0.0,90.171,85525,US Census 1990
EKIS,0.0,90.171,85526,US Census 1990
EJIDE,0.0,90.171,85527,US Census 1990
EISSINGER,0.0,90.171,85528,US Census 1990
EIRLS,0.0,90.171,85529,US Census 1990
EINFELDT,0.0,90.171,85530,US Census 1990
EILTS,0.0,90.171,85531,US Census 1990
EILDERS,0.0,90.171,85532,US Census 1990
EILBERT,0.0,90.171,85533,US Census 1990
EILBECK,0.0,90.172,85534,US Census 1990
EIKMEIER,0.0,90.172,85535,US Census 1990
EIFLER,0.0,90.172,85536,US Census 1990
EIESLAND,0.0,90.172,85537,US Census 1990
EICHSTADT,0.0,90.172,85538,US Census 1990
EICHENMILLER,0.0,90.172,85539,US Census 1990
EICHENAUER,0.0,90.172,85540,US Census 1990
EICHELMANN,0.0,90.172,85541,US Census 1990
EHR,0.0,90.172,85542,US Census 1990
EHORN,0.0,90.172,85543,US Census 1990
EHNIS,0.0,90.173,85544,US Census 1990
EHMEN,0.0,90.173,85545,US Census 1990
EHLEITER,0.0,90.173,85546,US Census 1990
EHINGER,0.0,90.173,85547,US Census 1990
EHIGINATOR,0.0,90.173,85548,US Census 1990
EHIGIATOR,0.0,90.173,85549,US Census 1990
EGVIRRE,0.0,90.173,85550,US Census 1990
EGURE,0.0,90.173,85551,US Census 1990
EGUIZABAL,0.0,90.173,85552,US Census 1990
EGO,0.0,90.173,85553,US Census 1990
EGIDIO,0.0,90.173,85554,US Census 1990
EGGENBERG,0.0,90.174,85555,US Census 1990
EGGART,0.0,90.174,85556,US Census 1990
EGET,0.0,90.174,85557,US Census 1990
EGERTSON,0.0,90.174,85558,US Census 1990
EGBE,0.0,90.174,85559,US Census 1990
EFRATI,0.0,90.174,85560,US Census 1990
EFLIN,0.0,90.174,85561,US Census 1990
EERKES,0.0,90.174,85562,US Census 1990
EE,0.0,90.174,85563,US Census 1990
EDWADS,0.0,90.174,85564,US Census 1990
EDSTER,0.0,90.175,85565,US Census 1990
EDRALIN,0.0,90.175,85566,US Census 1990
EDMERSON,0.0,90.175,85567,US Census 1990
EDMEIER,0.0,90.175,85568,US Census 1990
EDLESTON,0.0,90.175,85569,US Census 1990
EDLAO,0.0,90.175,85570,US Census 1990
EDITH,0.0,90.175,85571,US Census 1990
EDIS,0.0,90.175,85572,US Census 1990
EDELINE,0.0,90.175,85573,US Census 1990
EDEKER,0.0,90.175,85574,US Census 1990
ECONOMUS,0.0,90.175,85575,US Census 1990
ECONOMIDES,0.0,90.176,85576,US Census 1990
ECOFFEY,0.0,90.176,85577,US Census 1990
ECKROTE,0.0,90.176,85578,US Census 1990
ECKMEYER,0.0,90.176,85579,US Census 1990
ECKLE,0.0,90.176,85580,US Census 1990
ECKLAR,0.0,90.176,85581,US Census 1990
ECKIS,0.0,90.176,85582,US Census 1990
ECHEMENDIA,0.0,90.176,85583,US Census 1990
ECHAVEZ,0.0,90.176,85584,US Census 1990
ECHAURE,0.0,90.176,85585,US Census 1990
EBRANI,0.0,90.177,85586,US Census 1990
EBO,0.0,90.177,85587,US Census 1990
EBILANE,0.0,90.177,85588,US Census 1990
EBESUGAWA,0.0,90.177,85589,US Census 1990
EBERTING,0.0,90.177,85590,US Census 1990
EBERSOL,0.0,90.177,85591,US Census 1990
EBERLINE,0.0,90.177,85592,US Census 1990
EBERL,0.0,90.177,85593,US Census 1990
EBENSTEIN,0.0,90.177,85594,US Census 1990
EBEN,0.0,90.177,85595,US Census 1990
EBBESEN,0.0,90.177,85596,US Census 1990
EBACH,0.0,90.178,85597,US Census 1990
EASOM,0.0,90.178,85598,US Census 1990
EASLICK,0.0,90.178,85599,US Census 1990
EASKER,0.0,90.178,85600,US Census 1990
EASEY,0.0,90.178,85601,US Census 1990
EASDON,0.0,90.178,85602,US Census 1990
EARMAN,0.0,90.178,85603,US Census 1990
EARLL,0.0,90.178,85604,US Census 1990
EARLGY,0.0,90.178,85605,US Census 1990
EARENFIGHT,0.0,90.178,85606,US Census 1990
EAREHART,0.0,90.179,85607,US Census 1990
EALLEY,0.0,90.179,85608,US Census 1990
EALICK,0.0,90.179,85609,US Census 1990
EAGY,0.0,90.179,85610,US Census 1990
EAFFORD,0.0,90.179,85611,US Census 1990
DZIURAWIEC,0.0,90.179,85612,US Census 1990
DZIERZANOWSKI,0.0,90.179,85613,US Census 1990
DZIEGIELEWSKI,0.0,90.179,85614,US Census 1990
DZIDUCH,0.0,90.179,85615,US Census 1990
DZIADEK,0.0,90.179,85616,US Census 1990
DZAMA,0.0,90.179,85617,US Census 1990
DYSER,0.0,90.18,85618,US Census 1990
DYS,0.0,90.18,85619,US Census 1990
DYRESON,0.0,90.18,85620,US Census 1990
DYMKE,0.0,90.18,85621,US Census 1990
DYEN,0.0,90.18,85622,US Census 1990
DWYAR,0.0,90.18,85623,US Census 1990
DWORNIK,0.0,90.18,85624,US Census 1990
DWELLINGHAM,0.0,90.18,85625,US Census 1990
DUXBURY,0.0,90.18,85626,US Census 1990
DUWHITE,0.0,90.18,85627,US Census 1990
DUVERNEY,0.0,90.181,85628,US Census 1990
DUVEL,0.0,90.181,85629,US Census 1990
DUTSCHMANN,0.0,90.181,85630,US Census 1990
DUTEL,0.0,90.181,85631,US Census 1990
DUTE,0.0,90.181,85632,US Census 1990
DUSAK,0.0,90.181,85633,US Census 1990
DURUN,0.0,90.181,85634,US Census 1990
DURSCH,0.0,90.181,85635,US Census 1990
DURRWACHTER,0.0,90.181,85636,US Census 1990
DUROUSSEAU,0.0,90.181,85637,US Census 1990
DUROL,0.0,90.181,85638,US Census 1990
DURIG,0.0,90.182,85639,US Census 1990
DURETT,0.0,90.182,85640,US Census 1990
DURESKY,0.0,90.182,85641,US Census 1990
DURELLI,0.0,90.182,85642,US Census 1990
DUREE,0.0,90.182,85643,US Census 1990
DURAL,0.0,90.182,85644,US Census 1990
DURAKU,0.0,90.182,85645,US Census 1990
DUPOUY,0.0,90.182,85646,US Census 1990
DUPLIN,0.0,90.182,85647,US Census 1990
DUPLESIS,0.0,90.182,85648,US Census 1990
DUPLAGA,0.0,90.183,85649,US Census 1990
DUPATY,0.0,90.183,85650,US Census 1990
DUONOLA,0.0,90.183,85651,US Census 1990
DUNZELMAN,0.0,90.183,85652,US Census 1990
DUNTEN,0.0,90.183,85653,US Census 1990
DUNT,0.0,90.183,85654,US Census 1990
DUNSTER,0.0,90.183,85655,US Census 1990
DUNNAHOO,0.0,90.183,85656,US Census 1990
DUNMEAD,0.0,90.183,85657,US Census 1990
DUNKS,0.0,90.183,85658,US Census 1990
DUNKENTELL,0.0,90.183,85659,US Census 1990
DUNEMN,0.0,90.184,85660,US Census 1990
DUNCKER,0.0,90.184,85661,US Census 1990
DUNCKEL,0.0,90.184,85662,US Census 1990
DUNAHOO,0.0,90.184,85663,US Census 1990
DUMMITT,0.0,90.184,85664,US Census 1990
DUMEZ,0.0,90.184,85665,US Census 1990
DUMAG,0.0,90.184,85666,US Census 1990
DULBERG,0.0,90.184,85667,US Census 1990
DULATRE,0.0,90.184,85668,US Census 1990
DUKHOVNY,0.0,90.184,85669,US Census 1990
DUKESHIRE,0.0,90.185,85670,US Census 1990
DUKESHIER,0.0,90.185,85671,US Census 1990
DUITSCHER,0.0,90.185,85672,US Census 1990
DUITCH,0.0,90.185,85673,US Census 1990
DUH,0.0,90.185,85674,US Census 1990
DUGMORE,0.0,90.185,85675,US Census 1990
DUGHI,0.0,90.185,85676,US Census 1990
DUFFUS,0.0,90.185,85677,US Census 1990
DUFFANY,0.0,90.185,85678,US Census 1990
DUFER,0.0,90.185,85679,US Census 1990
DUESENBERG,0.0,90.185,85680,US Census 1990
DUERKSON,0.0,90.186,85681,US Census 1990
DUERKOP,0.0,90.186,85682,US Census 1990
DUENKE,0.0,90.186,85683,US Census 1990
DUEL,0.0,90.186,85684,US Census 1990
DUDLESON,0.0,90.186,85685,US Census 1990
DUDIK,0.0,90.186,85686,US Census 1990
DUDERSTADT,0.0,90.186,85687,US Census 1990
DUDACK,0.0,90.186,85688,US Census 1990
DUCHOW,0.0,90.186,85689,US Census 1990
DUCHESNEY,0.0,90.186,85690,US Census 1990
DUCHATELLIER,0.0,90.187,85691,US Census 1990
DUCCESCHI,0.0,90.187,85692,US Census 1990
DUCAYNE,0.0,90.187,85693,US Census 1990
DUCAY,0.0,90.187,85694,US Census 1990
DUCATELLI,0.0,90.187,85695,US Census 1990
DUBONNET,0.0,90.187,85696,US Census 1990
DUBERSTEIN,0.0,90.187,85697,US Census 1990
DUBEJ,0.0,90.187,85698,US Census 1990
DUBECK,0.0,90.187,85699,US Census 1990
DUBEAU,0.0,90.187,85700,US Census 1990
DUBBIN,0.0,90.187,85701,US Census 1990
DUBAN,0.0,90.188,85702,US Census 1990
DUBALL,0.0,90.188,85703,US Census 1990
DUARTES,0.0,90.188,85704,US Census 1990
DSAACHS,0.0,90.188,85705,US Census 1990
DRYMAN,0.0,90.188,85706,US Census 1990
DRYBREAD,0.0,90.188,85707,US Census 1990
DRUMWRIGHT,0.0,90.188,85708,US Census 1990
DRUMHEISER,0.0,90.188,85709,US Census 1990
DRUMGOLE,0.0,90.188,85710,US Census 1990
DRULLARD,0.0,90.188,85711,US Census 1990
DRUE,0.0,90.189,85712,US Census 1990
DRUDE,0.0,90.189,85713,US Census 1990
DRUCKHAMMER,0.0,90.189,85714,US Census 1990
DRU,0.0,90.189,85715,US Census 1990
DROUGHT,0.0,90.189,85716,US Census 1990
