firstname,gender,frequency,cumulative_frequency,rank,source
CECILY,female,0.003,85.984,1827,US Census 1990
ASHELY,female,0.003,85.988,1828,US Census 1990
ANNABEL,female,0.003,85.991,1829,US Census 1990
AGUSTINA,female,0.003,85.994,1830,US Census 1990
WANITA,female,0.003,85.997,1831,US Census 1990
SHIRLY,female,0.003,86.0,1832,US Census 1990
ROSAURA,female,0.003,86.003,1833,US Census 1990
HULDA,female,0.003,86.006,1834,US Census 1990
EUN,female,0.003,86.009,1835,US Census 1990
BAILEY,female,0.003,86.013,1836,US Census 1990
YETTA,female,0.003,86.016,1837,US Census 1990
VERONA,female,0.003,86.019,1838,US Census 1990
THOMASINA,female,0.003,86.022,1839,US Census 1990
SIBYL,female,0.003,86.025,1840,US Census 1990
SHANNAN,female,0.003,86.028,1841,US Census 1990
MECHELLE,female,0.003,86.031,1842,US Census 1990
LUE,female,0.003,86.034,1843,US Census 1990
LEANDRA,female,0.003,86.037,1844,US Census 1990
LANI,female,0.003,86.04,1845,US Census 1990
KYLEE,female,0.003,86.043,1846,US Census 1990
KANDY,female,0.003,86.046,1847,US Census 1990
JOLYNN,female,0.003,86.049,1848,US Census 1990
FERNE,female,0.003,86.053,1849,US Census 1990
EBONI,female,0.003,86.056,1850,US Census 1990
CORENE,female,0.003,86.059,1851,US Census 1990
ALYSIA,female,0.003,86.062,1852,US Census 1990
ZULA,female,0.003,86.065,1853,US Census 1990
NADA,female,0.003,86.068,1854,US Census 1990
MOIRA,female,0.003,86.071,1855,US Census 1990
LYNDSAY,female,0.003,86.074,1856,US Census 1990
LORRETTA,female,0.003,86.077,1857,US Census 1990
JUAN,female,0.003,86.08,1858,US Census 1990
JAMMIE,female,0.003,86.083,1859,US Census 1990
HORTENSIA,female,0.003,86.086,1860,US Census 1990
GAYNELL,female,0.003,86.089,1861,US Census 1990
CAMERON,female,0.003,86.092,1862,US Census 1990
ADRIA,female,0.003,86.095,1863,US Census 1990
VINA,female,0.003,86.098,1864,US Census 1990
VICENTA,female,0.003,86.101,1865,US Census 1990
TANGELA,female,0.003,86.104,1866,US Census 1990
STEPHINE,female,0.003,86.107,1867,US Census 1990
NORINE,female,0.003,86.11,1868,US Census 1990
NELLA,female,0.003,86.113,1869,US Census 1990
LIANA,female,0.003,86.116,1870,US Census 1990
LESLEE,female,0.003,86.119,1871,US Census 1990
KIMBERELY,female,0.003,86.122,1872,US Census 1990
ILIANA,female,0.003,86.125,1873,US Census 1990
GLORY,female,0.003,86.128,1874,US Census 1990
FELICA,female,0.003,86.131,1875,US Census 1990
EMOGENE,female,0.003,86.134,1876,US Census 1990
ELFRIEDE,female,0.003,86.137,1877,US Census 1990
EDEN,female,0.003,86.14,1878,US Census 1990
EARTHA,female,0.003,86.144,1879,US Census 1990
CARMA,female,0.003,86.147,1880,US Census 1990
BEA,female,0.003,86.15,1881,US Census 1990
OCIE,female,0.003,86.153,1882,US Census 1990
MARRY,female,0.003,86.156,1883,US Census 1990
LENNIE,female,0.003,86.158,1884,US Census 1990
KIARA,female,0.003,86.161,1885,US Census 1990
JACALYN,female,0.003,86.164,1886,US Census 1990
CARLOTA,female,0.003,86.167,1887,US Census 1990
ARIELLE,female,0.003,86.17,1888,US Census 1990
YU,female,0.003,86.173,1889,US Census 1990
STAR,female,0.003,86.176,1890,US Census 1990
OTILIA,female,0.003,86.179,1891,US Census 1990
KIRSTIN,female,0.003,86.182,1892,US Census 1990
KACEY,female,0.003,86.185,1893,US Census 1990
JOHNETTA,female,0.003,86.188,1894,US Census 1990
JOEY,female,0.003,86.191,1895,US Census 1990
JOETTA,female,0.003,86.194,1896,US Census 1990
JERALDINE,female,0.003,86.197,1897,US Census 1990
JAUNITA,female,0.003,86.2,1898,US Census 1990
ELANA,female,0.003,86.203,1899,US Census 1990
DORTHEA,female,0.003,86.206,1900,US Census 1990
CAMI,female,0.003,86.209,1901,US Census 1990
AMADA,female,0.003,86.212,1902,US Census 1990
ADELIA,female,0.003,86.215,1903,US Census 1990
VERNITA,female,0.003,86.218,1904,US Census 1990
TAMAR,female,0.003,86.221,1905,US Census 1990
SIOBHAN,female,0.003,86.223,1906,US Census 1990
RENEA,female,0.003,86.226,1907,US Census 1990
RASHIDA,female,0.003,86.229,1908,US Census 1990
OUIDA,female,0.003,86.232,1909,US Census 1990
ODELL,female,0.003,86.235,1910,US Census 1990
NILSA,female,0.003,86.238,1911,US Census 1990
MERYL,female,0.003,86.241,1912,US Census 1990
KRISTYN,female,0.003,86.244,1913,US Census 1990
JULIETA,female,0.003,86.247,1914,US Census 1990
DANICA,female,0.003,86.25,1915,US Census 1990
BREANNE,female,0.003,86.253,1916,US Census 1990
AUREA,female,0.003,86.256,1917,US Census 1990
ANGLEA,female,0.003,86.259,1918,US Census 1990
SHERRON,female,0.003,86.261,1919,US Census 1990
ODETTE,female,0.003,86.264,1920,US Census 1990
MALIA,female,0.003,86.267,1921,US Census 1990
LORELEI,female,0.003,86.27,1922,US Census 1990
LIN,female,0.003,86.273,1923,US Census 1990
LEESA,female,0.003,86.276,1924,US Census 1990
KENNA,female,0.003,86.279,1925,US Census 1990
KATHLYN,female,0.003,86.282,1926,US Census 1990
FIONA,female,0.003,86.285,1927,US Census 1990
CHARLETTE,female,0.003,86.287,1928,US Census 1990
SUZIE,female,0.003,86.29,1929,US Census 1990
SHANTELL,female,0.003,86.293,1930,US Census 1990
SABRA,female,0.003,86.296,1931,US Census 1990
RACQUEL,female,0.003,86.299,1932,US Census 1990
MYONG,female,0.003,86.302,1933,US Census 1990
MIRA,female,0.003,86.305,1934,US Census 1990
MARTINE,female,0.003,86.307,1935,US Census 1990
LUCIENNE,female,0.003,86.31,1936,US Census 1990
LAVADA,female,0.003,86.313,1937,US Census 1990
JULIANN,female,0.003,86.316,1938,US Census 1990
JOHNIE,female,0.003,86.319,1939,US Census 1990
ELVERA,female,0.003,86.322,1940,US Census 1990
DELPHIA,female,0.003,86.325,1941,US Census 1990
CLAIR,female,0.003,86.327,1942,US Census 1990
CHRISTIANE,female,0.003,86.33,1943,US Census 1990
CHAROLETTE,female,0.003,86.333,1944,US Census 1990
CARRI,female,0.003,86.336,1945,US Census 1990
AUGUSTINE,female,0.003,86.339,1946,US Census 1990
ASHA,female,0.003,86.342,1947,US Census 1990
ANGELLA,female,0.003,86.345,1948,US Census 1990
PAOLA,female,0.003,86.347,1949,US Census 1990
NINFA,female,0.003,86.35,1950,US Census 1990
LEDA,female,0.003,86.353,1951,US Census 1990
LAI,female,0.003,86.356,1952,US Census 1990
EDA,female,0.003,86.359,1953,US Census 1990
SUNSHINE,female,0.003,86.361,1954,US Census 1990
STEFANI,female,0.003,86.364,1955,US Census 1990
SHANELL,female,0.003,86.367,1956,US Census 1990
PALMA,female,0.003,86.37,1957,US Census 1990
MACHELLE,female,0.003,86.373,1958,US Census 1990
LISSA,female,0.003,86.375,1959,US Census 1990
KECIA,female,0.003,86.378,1960,US Census 1990
KATHRYNE,female,0.003,86.381,1961,US Census 1990
KARLENE,female,0.003,86.384,1962,US Census 1990
JULISSA,female,0.003,86.387,1963,US Census 1990
JETTIE,female,0.003,86.389,1964,US Census 1990
JENNIFFER,female,0.003,86.392,1965,US Census 1990
HUI,female,0.003,86.395,1966,US Census 1990
CORRINA,female,0.003,86.398,1967,US Census 1990
CHRISTOPHER,female,0.003,86.401,1968,US Census 1990
CAROLANN,female,0.003,86.403,1969,US Census 1990
ALENA,female,0.003,86.406,1970,US Census 1990
TESS,female,0.003,86.409,1971,US Census 1990
ROSARIA,female,0.003,86.412,1972,US Census 1990
MYRTICE,female,0.003,86.414,1973,US Census 1990
MARYLEE,female,0.003,86.417,1974,US Census 1990
LIANE,female,0.003,86.42,1975,US Census 1990
KENYATTA,female,0.003,86.423,1976,US Census 1990
JUDIE,female,0.003,86.426,1977,US Census 1990
JANEY,female,0.003,86.428,1978,US Census 1990
IN,female,0.003,86.431,1979,US Census 1990
ELMIRA,female,0.003,86.434,1980,US Census 1990
ELDORA,female,0.003,86.437,1981,US Census 1990
DENNA,female,0.003,86.439,1982,US Census 1990
CRISTI,female,0.003,86.442,1983,US Census 1990
CATHI,female,0.003,86.445,1984,US Census 1990
ZAIDA,female,0.003,86.448,1985,US Census 1990
VONNIE,female,0.003,86.45,1986,US Census 1990
VIVA,female,0.003,86.453,1987,US Census 1990
VERNIE,female,0.003,86.456,1988,US Census 1990
ROSALINE,female,0.003,86.459,1989,US Census 1990
MARIELA,female,0.003,86.461,1990,US Census 1990
LUCIANA,female,0.003,86.464,1991,US Census 1990
LESLI,female,0.003,86.467,1992,US Census 1990
KARAN,female,0.003,86.469,1993,US Census 1990
FELICE,female,0.003,86.472,1994,US Census 1990
DENEEN,female,0.003,86.475,1995,US Census 1990
ADINA,female,0.003,86.478,1996,US Census 1990
WYNONA,female,0.003,86.48,1997,US Census 1990
TARSHA,female,0.003,86.483,1998,US Census 1990
SHERON,female,0.003,86.486,1999,US Census 1990
SHASTA,female,0.003,86.488,2000,US Census 1990
SHANITA,female,0.003,86.491,2001,US Census 1990
SHANI,female,0.003,86.494,2002,US Census 1990
SHANDRA,female,0.003,86.497,2003,US Census 1990
RANDA,female,0.003,86.499,2004,US Census 1990
PINKIE,female,0.003,86.502,2005,US Census 1990
PARIS,female,0.003,86.505,2006,US Census 1990
NELIDA,female,0.003,86.507,2007,US Census 1990
MARILOU,female,0.003,86.51,2008,US Census 1990
LYLA,female,0.003,86.513,2009,US Census 1990
LAURENE,female,0.003,86.515,2010,US Census 1990
LACI,female,0.003,86.518,2011,US Census 1990
JOI,female,0.003,86.521,2012,US Census 1990
JANENE,female,0.003,86.524,2013,US Census 1990
DOROTHA,female,0.003,86.526,2014,US Census 1990
DANIELE,female,0.003,86.529,2015,US Census 1990
DANI,female,0.003,86.532,2016,US Census 1990
CAROLYNN,female,0.003,86.534,2017,US Census 1990
CARLYN,female,0.003,86.537,2018,US Census 1990
BERENICE,female,0.003,86.54,2019,US Census 1990
AYESHA,female,0.003,86.542,2020,US Census 1990
ANNELIESE,female,0.003,86.545,2021,US Census 1990
ALETHEA,female,0.003,86.548,2022,US Census 1990
THERSA,female,0.003,86.551,2023,US Census 1990
TAMIKO,female,0.003,86.553,2024,US Census 1990
RUFINA,female,0.003,86.556,2025,US Census 1990
OLIVA,female,0.003,86.559,2026,US Census 1990
MOZELL,female,0.003,86.561,2027,US Census 1990
MARYLYN,female,0.003,86.564,2028,US Census 1990
MADISON,female,0.003,86.567,2029,US Census 1990
KRISTIAN,female,0.003,86.569,2030,US Census 1990
KATHYRN,female,0.003,86.572,2031,US Census 1990
KASANDRA,female,0.003,86.575,2032,US Census 1990
KANDACE,female,0.003,86.577,2033,US Census 1990
JANAE,female,0.003,86.58,2034,US Census 1990
GABRIEL,female,0.003,86.583,2035,US Census 1990
DOMENICA,female,0.003,86.585,2036,US Census 1990
DEBBRA,female,0.003,86.588,2037,US Census 1990
DANNIELLE,female,0.003,86.591,2038,US Census 1990
CHUN,female,0.003,86.593,2039,US Census 1990
BUFFY,female,0.003,86.596,2040,US Census 1990
BARBIE,female,0.003,86.599,2041,US Census 1990
ARCELIA,female,0.003,86.601,2042,US Census 1990
AJA,female,0.003,86.604,2043,US Census 1990
ZENOBIA,female,0.003,86.607,2044,US Census 1990
SHAREN,female,0.003,86.609,2045,US Census 1990
SHAREE,female,0.003,86.612,2046,US Census 1990
PATRICK,female,0.003,86.614,2047,US Census 1990
PAGE,female,0.003,86.617,2048,US Census 1990
MY,female,0.003,86.62,2049,US Census 1990
LAVINIA,female,0.003,86.622,2050,US Census 1990
KUM,female,0.003,86.625,2051,US Census 1990
KACIE,female,0.003,86.628,2052,US Census 1990
JACKELINE,female,0.003,86.63,2053,US Census 1990
HUONG,female,0.003,86.633,2054,US Census 1990
FELISA,female,0.003,86.636,2055,US Census 1990
EMELIA,female,0.003,86.638,2056,US Census 1990
ELEANORA,female,0.003,86.641,2057,US Census 1990
CYTHIA,female,0.003,86.644,2058,US Census 1990
CRISTIN,female,0.003,86.646,2059,US Census 1990
CLYDE,female,0.003,86.649,2060,US Census 1990
CLARIBEL,female,0.003,86.651,2061,US Census 1990
CARON,female,0.003,86.654,2062,US Census 1990
ANASTACIA,female,0.003,86.657,2063,US Census 1990
ZULMA,female,0.003,86.659,2064,US Census 1990
ZANDRA,female,0.003,86.662,2065,US Census 1990
YOKO,female,0.003,86.665,2066,US Census 1990
TENISHA,female,0.003,86.667,2067,US Census 1990
SUSANN,female,0.003,86.67,2068,US Census 1990
SHERILYN,female,0.003,86.672,2069,US Census 1990
SHAY,female,0.003,86.675,2070,US Census 1990
SHAWANDA,female,0.003,86.678,2071,US Census 1990
SABINE,female,0.003,86.68,2072,US Census 1990
ROMANA,female,0.003,86.683,2073,US Census 1990
MATHILDA,female,0.003,86.685,2074,US Census 1990
LINSEY,female,0.003,86.688,2075,US Census 1990
KEIKO,female,0.003,86.691,2076,US Census 1990
JOANA,female,0.003,86.693,2077,US Census 1990
ISELA,female,0.003,86.696,2078,US Census 1990
GRETTA,female,0.003,86.698,2079,US Census 1990
GEORGETTA,female,0.003,86.701,2080,US Census 1990
EUGENIE,female,0.003,86.704,2081,US Census 1990
DUSTY,female,0.003,86.706,2082,US Census 1990
DESIRAE,female,0.003,86.709,2083,US Census 1990
DELORA,female,0.003,86.711,2084,US Census 1990
CORAZON,female,0.003,86.714,2085,US Census 1990
ANTONINA,female,0.003,86.717,2086,US Census 1990
ANIKA,female,0.003,86.719,2087,US Census 1990
WILLENE,female,0.003,86.722,2088,US Census 1990
TRACEE,female,0.003,86.724,2089,US Census 1990
TAMATHA,female,0.003,86.727,2090,US Census 1990
REGAN,female,0.003,86.73,2091,US Census 1990
NICHELLE,female,0.003,86.732,2092,US Census 1990
MICKIE,female,0.003,86.735,2093,US Census 1990
MAEGAN,female,0.003,86.737,2094,US Census 1990
LUANA,female,0.003,86.74,2095,US Census 1990
LANITA,female,0.003,86.742,2096,US Census 1990
KELSIE,female,0.003,86.745,2097,US Census 1990
EDELMIRA,female,0.003,86.748,2098,US Census 1990
BREE,female,0.003,86.75,2099,US Census 1990
AFTON,female,0.003,86.753,2100,US Census 1990
TEODORA,female,0.003,86.755,2101,US Census 1990
TAMIE,female,0.003,86.758,2102,US Census 1990
SHENA,female,0.003,86.76,2103,US Census 1990
MEG,female,0.003,86.763,2104,US Census 1990
LINH,female,0.003,86.765,2105,US Census 1990
KELI,female,0.003,86.768,2106,US Census 1990
KACI,female,0.003,86.771,2107,US Census 1990
DANYELLE,female,0.003,86.773,2108,US Census 1990
BRITT,female,0.003,86.776,2109,US Census 1990
ARLETTE,female,0.003,86.778,2110,US Census 1990
ALBERTINE,female,0.003,86.781,2111,US Census 1990
ADELLE,female,0.003,86.783,2112,US Census 1990
TIFFINY,female,0.003,86.786,2113,US Census 1990
STORMY,female,0.003,86.788,2114,US Census 1990
SIMONA,female,0.003,86.791,2115,US Census 1990
NUMBERS,female,0.003,86.793,2116,US Census 1990
NICOLASA,female,0.003,86.796,2117,US Census 1990
NICHOL,female,0.003,86.798,2118,US Census 1990
NIA,female,0.003,86.801,2119,US Census 1990
NAKISHA,female,0.003,86.803,2120,US Census 1990
MEE,female,0.003,86.806,2121,US Census 1990
MAIRA,female,0.003,86.808,2122,US Census 1990
LOREEN,female,0.003,86.811,2123,US Census 1990
KIZZY,female,0.003,86.813,2124,US Census 1990
JOHNNY,female,0.003,86.816,2125,US Census 1990
JAY,female,0.003,86.818,2126,US Census 1990
FALLON,female,0.003,86.821,2127,US Census 1990
CHRISTENE,female,0.003,86.823,2128,US Census 1990
BOBBYE,female,0.003,86.826,2129,US Census 1990
ANTHONY,female,0.003,86.828,2130,US Census 1990
YING,female,0.002,86.831,2131,US Census 1990
VINCENZA,female,0.002,86.833,2132,US Census 1990
TANJA,female,0.002,86.836,2133,US Census 1990
RUBIE,female,0.002,86.838,2134,US Census 1990
RONI,female,0.002,86.841,2135,US Census 1990
QUEENIE,female,0.002,86.843,2136,US Census 1990
MARGARETT,female,0.002,86.846,2137,US Census 1990
KIMBERLI,female,0.002,86.848,2138,US Census 1990
IRMGARD,female,0.002,86.851,2139,US Census 1990
IDELL,female,0.002,86.853,2140,US Census 1990
HILMA,female,0.002,86.856,2141,US Census 1990
EVELINA,female,0.002,86.858,2142,US Census 1990
ESTA,female,0.002,86.861,2143,US Census 1990
EMILEE,female,0.002,86.863,2144,US Census 1990
DENNISE,female,0.002,86.866,2145,US Census 1990
DANIA,female,0.002,86.868,2146,US Census 1990
CARL,female,0.002,86.871,2147,US Census 1990
CARIE,female,0.002,86.873,2148,US Census 1990
ANTONIO,female,0.002,86.876,2149,US Census 1990
WAI,female,0.002,86.878,2150,US Census 1990
SANG,female,0.002,86.881,2151,US Census 1990
RISA,female,0.002,86.883,2152,US Census 1990
RIKKI,female,0.002,86.885,2153,US Census 1990
PARTICIA,female,0.002,86.888,2154,US Census 1990
MUI,female,0.002,86.89,2155,US Census 1990
MASAKO,female,0.002,86.893,2156,US Census 1990
MARIO,female,0.002,86.895,2157,US Census 1990
LUVENIA,female,0.002,86.898,2158,US Census 1990
LOREE,female,0.002,86.9,2159,US Census 1990
LONI,female,0.002,86.903,2160,US Census 1990
LIEN,female,0.002,86.905,2161,US Census 1990
KEVIN,female,0.002,86.907,2162,US Census 1990
GIGI,female,0.002,86.91,2163,US Census 1990
FLORENCIA,female,0.002,86.912,2164,US Census 1990
DORIAN,female,0.002,86.915,2165,US Census 1990
DENITA,female,0.002,86.917,2166,US Census 1990
DALLAS,female,0.002,86.92,2167,US Census 1990
CHI,female,0.002,86.922,2168,US Census 1990
BILLYE,female,0.002,86.925,2169,US Census 1990
ALEXANDER,female,0.002,86.927,2170,US Census 1990
TOMIKA,female,0.002,86.929,2171,US Census 1990
SHARITA,female,0.002,86.932,2172,US Census 1990
RANA,female,0.002,86.934,2173,US Census 1990
NIKOLE,female,0.002,86.937,2174,US Census 1990
NEOMA,female,0.002,86.939,2175,US Census 1990
MARGARITE,female,0.002,86.942,2176,US Census 1990
MADALYN,female,0.002,86.944,2177,US Census 1990
LUCINA,female,0.002,86.946,2178,US Census 1990
LAILA,female,0.002,86.949,2179,US Census 1990
KALI,female,0.002,86.951,2180,US Census 1990
JENETTE,female,0.002,86.954,2181,US Census 1990
GABRIELE,female,0.002,86.956,2182,US Census 1990
EVELYNE,female,0.002,86.958,2183,US Census 1990
ELENORA,female,0.002,86.961,2184,US Census 1990
CLEMENTINA,female,0.002,86.963,2185,US Census 1990
ALEJANDRINA,female,0.002,86.966,2186,US Census 1990
ZULEMA,female,0.002,86.968,2187,US Census 1990
VIOLETTE,female,0.002,86.971,2188,US Census 1990
VANNESSA,female,0.002,86.973,2189,US Census 1990
THRESA,female,0.002,86.975,2190,US Census 1990
RETTA,female,0.002,86.978,2191,US Census 1990
PIA,female,0.002,86.98,2192,US Census 1990
PATIENCE,female,0.002,86.982,2193,US Census 1990
NOELLA,female,0.002,86.985,2194,US Census 1990
NICKIE,female,0.002,86.987,2195,US Census 1990
JONELL,female,0.002,86.99,2196,US Census 1990
DELTA,female,0.002,86.992,2197,US Census 1990
CHUNG,female,0.002,86.994,2198,US Census 1990
CHAYA,female,0.002,86.997,2199,US Census 1990
CAMELIA,female,0.002,86.999,2200,US Census 1990
BETHEL,female,0.002,87.002,2201,US Census 1990
ANYA,female,0.002,87.004,2202,US Census 1990
ANDREW,female,0.002,87.006,2203,US Census 1990
THANH,female,0.002,87.009,2204,US Census 1990
SUZANN,female,0.002,87.011,2205,US Census 1990
SPRING,female,0.002,87.013,2206,US Census 1990
SHU,female,0.002,87.016,2207,US Census 1990
MILA,female,0.002,87.018,2208,US Census 1990
LILLA,female,0.002,87.02,2209,US Census 1990
LAVERNA,female,0.002,87.023,2210,US Census 1990
KEESHA,female,0.002,87.025,2211,US Census 1990
KATTIE,female,0.002,87.028,2212,US Census 1990
GIA,female,0.002,87.03,2213,US Census 1990
GEORGENE,female,0.002,87.032,2214,US Census 1990
EVELINE,female,0.002,87.035,2215,US Census 1990
ESTELL,female,0.002,87.037,2216,US Census 1990
ELIZBETH,female,0.002,87.039,2217,US Census 1990
VIVIENNE,female,0.002,87.042,2218,US Census 1990
VALLIE,female,0.002,87.044,2219,US Census 1990
TRUDIE,female,0.002,87.046,2220,US Census 1990
STEPHANE,female,0.002,87.049,2221,US Census 1990
MICHEL,female,0.002,87.051,2222,US Census 1990
MAGALY,female,0.002,87.053,2223,US Census 1990
MADIE,female,0.002,87.056,2224,US Census 1990
KENYETTA,female,0.002,87.058,2225,US Census 1990
KARREN,female,0.002,87.06,2226,US Census 1990
JANETTA,female,0.002,87.063,2227,US Census 1990
HERMINE,female,0.002,87.065,2228,US Census 1990
HARMONY,female,0.002,87.067,2229,US Census 1990
DRUCILLA,female,0.002,87.069,2230,US Census 1990
DEBBI,female,0.002,87.072,2231,US Census 1990
CELESTINA,female,0.002,87.074,2232,US Census 1990
CANDIE,female,0.002,87.076,2233,US Census 1990
BRITNI,female,0.002,87.079,2234,US Census 1990
BECKIE,female,0.002,87.081,2235,US Census 1990
AMINA,female,0.002,87.083,2236,US Census 1990
ZITA,female,0.002,87.086,2237,US Census 1990
YUN,female,0.002,87.088,2238,US Census 1990
YOLANDE,female,0.002,87.09,2239,US Census 1990
VIVIEN,female,0.002,87.093,2240,US Census 1990
VERNETTA,female,0.002,87.095,2241,US Census 1990
TRUDI,female,0.002,87.097,2242,US Census 1990
SOMMER,female,0.002,87.099,2243,US Census 1990
PEARLE,female,0.002,87.102,2244,US Census 1990
PATRINA,female,0.002,87.104,2245,US Census 1990
OSSIE,female,0.002,87.106,2246,US Census 1990
NICOLLE,female,0.002,87.109,2247,US Census 1990
LOYCE,female,0.002,87.111,2248,US Census 1990
LETTY,female,0.002,87.113,2249,US Census 1990
LARISA,female,0.002,87.116,2250,US Census 1990
KATHARINA,female,0.002,87.118,2251,US Census 1990
JOSELYN,female,0.002,87.12,2252,US Census 1990
JONELLE,female,0.002,87.122,2253,US Census 1990
JENELL,female,0.002,87.125,2254,US Census 1990
IESHA,female,0.002,87.127,2255,US Census 1990
HEIDE,female,0.002,87.129,2256,US Census 1990
FLORINDA,female,0.002,87.132,2257,US Census 1990
FLORENTINA,female,0.002,87.134,2258,US Census 1990
FLO,female,0.002,87.136,2259,US Census 1990
ELODIA,female,0.002,87.138,2260,US Census 1990
DORINE,female,0.002,87.141,2261,US Census 1990
BRUNILDA,female,0.002,87.143,2262,US Census 1990
BRIGID,female,0.002,87.145,2263,US Census 1990
ASHLI,female,0.002,87.148,2264,US Census 1990
ARDELLA,female,0.002,87.15,2265,US Census 1990
TWANA,female,0.002,87.152,2266,US Census 1990
THU,female,0.002,87.154,2267,US Census 1990
TARAH,female,0.002,87.157,2268,US Census 1990
SUNG,female,0.002,87.159,2269,US Census 1990
SHEA,female,0.002,87.161,2270,US Census 1990
SHAVON,female,0.002,87.163,2271,US Census 1990
SHANE,female,0.002,87.166,2272,US Census 1990
SERINA,female,0.002,87.168,2273,US Census 1990
RAYNA,female,0.002,87.17,2274,US Census 1990
RAMONITA,female,0.002,87.173,2275,US Census 1990
NGA,female,0.002,87.175,2276,US Census 1990
MARGURITE,female,0.002,87.177,2277,US Census 1990
LUCRECIA,female,0.002,87.179,2278,US Census 1990
KOURTNEY,female,0.002,87.182,2279,US Census 1990
KATI,female,0.002,87.184,2280,US Census 1990
JESUS,female,0.002,87.186,2281,US Census 1990
JESENIA,female,0.002,87.188,2282,US Census 1990
DIAMOND,female,0.002,87.191,2283,US Census 1990
CRISTA,female,0.002,87.193,2284,US Census 1990
AYANA,female,0.002,87.195,2285,US Census 1990
ALICA,female,0.002,87.197,2286,US Census 1990
ALIA,female,0.002,87.2,2287,US Census 1990
VINNIE,female,0.002,87.202,2288,US Census 1990
SUELLEN,female,0.002,87.204,2289,US Census 1990
ROMELIA,female,0.002,87.206,2290,US Census 1990
RACHELL,female,0.002,87.209,2291,US Census 1990
PIPER,female,0.002,87.211,2292,US Census 1990
OLYMPIA,female,0.002,87.213,2293,US Census 1990
MICHIKO,female,0.002,87.215,2294,US Census 1990
KATHALEEN,female,0.002,87.217,2295,US Census 1990
JOLIE,female,0.002,87.22,2296,US Census 1990
JESSI,female,0.002,87.222,2297,US Census 1990
JANESSA,female,0.002,87.224,2298,US Census 1990
HANA,female,0.002,87.226,2299,US Census 1990
HA,female,0.002,87.229,2300,US Census 1990
ELEASE,female,0.002,87.231,2301,US Census 1990
CARLETTA,female,0.002,87.233,2302,US Census 1990
BRITANY,female,0.002,87.235,2303,US Census 1990
SHONA,female,0.002,87.238,2304,US Census 1990
SALOME,female,0.002,87.24,2305,US Census 1990
ROSAMOND,female,0.002,87.242,2306,US Census 1990
REGENA,female,0.002,87.244,2307,US Census 1990
RAINA,female,0.002,87.246,2308,US Census 1990
NGOC,female,0.002,87.249,2309,US Census 1990
NELIA,female,0.002,87.251,2310,US Census 1990
LOUVENIA,female,0.002,87.253,2311,US Census 1990
LESIA,female,0.002,87.255,2312,US Census 1990
LATRINA,female,0.002,87.257,2313,US Census 1990
LATICIA,female,0.002,87.26,2314,US Census 1990
LARHONDA,female,0.002,87.262,2315,US Census 1990
JINA,female,0.002,87.264,2316,US Census 1990
JACKI,female,0.002,87.266,2317,US Census 1990
HOLLIS,female,0.002,87.268,2318,US Census 1990
HOLLEY,female,0.002,87.271,2319,US Census 1990
EMMY,female,0.002,87.273,2320,US Census 1990
DEEANN,female,0.002,87.275,2321,US Census 1990
CORETTA,female,0.002,87.277,2322,US Census 1990
ARNETTA,female,0.002,87.279,2323,US Census 1990
VELVET,female,0.002,87.281,2324,US Census 1990
THALIA,female,0.002,87.284,2325,US Census 1990
SHANICE,female,0.002,87.286,2326,US Census 1990
NETA,female,0.002,87.288,2327,US Census 1990
MIKKI,female,0.002,87.29,2328,US Census 1990
MICKI,female,0.002,87.292,2329,US Census 1990
LONNA,female,0.002,87.294,2330,US Census 1990
LEANA,female,0.002,87.297,2331,US Census 1990
LASHUNDA,female,0.002,87.299,2332,US Census 1990
KILEY,female,0.002,87.301,2333,US Census 1990
JOYE,female,0.002,87.303,2334,US Census 1990
JACQULYN,female,0.002,87.305,2335,US Census 1990
IGNACIA,female,0.002,87.307,2336,US Census 1990
HYUN,female,0.002,87.31,2337,US Census 1990
HIROKO,female,0.002,87.312,2338,US Census 1990
HENRY,female,0.002,87.314,2339,US Census 1990
HENRIETTE,female,0.002,87.316,2340,US Census 1990
ELAYNE,female,0.002,87.318,2341,US Census 1990
DELINDA,female,0.002,87.32,2342,US Census 1990
DARNELL,female,0.002,87.323,2343,US Census 1990
DAHLIA,female,0.002,87.325,2344,US Census 1990
COREEN,female,0.002,87.327,2345,US Census 1990
CONSUELA,female,0.002,87.329,2346,US Census 1990
CONCHITA,female,0.002,87.331,2347,US Census 1990
CELINE,female,0.002,87.333,2348,US Census 1990
BABETTE,female,0.002,87.336,2349,US Census 1990
AYANNA,female,0.002,87.338,2350,US Census 1990
ANETTE,female,0.002,87.34,2351,US Census 1990
ALBERTINA,female,0.002,87.342,2352,US Census 1990
SKYE,female,0.002,87.344,2353,US Census 1990
SHAWNEE,female,0.002,87.346,2354,US Census 1990
SHANEKA,female,0.002,87.349,2355,US Census 1990
QUIANA,female,0.002,87.351,2356,US Census 1990
PAMELIA,female,0.002,87.353,2357,US Census 1990
MIN,female,0.002,87.355,2358,US Census 1990
MERRI,female,0.002,87.357,2359,US Census 1990
MERLENE,female,0.002,87.359,2360,US Census 1990
MARGIT,female,0.002,87.361,2361,US Census 1990
KIESHA,female,0.002,87.363,2362,US Census 1990
KIERA,female,0.002,87.366,2363,US Census 1990
KAYLENE,female,0.002,87.368,2364,US Census 1990
