firstname,gender,frequency,cumulative_frequency,rank,source
DEL,male,0.004,89.675,1122,US Census 1990
BRITT,male,0.004,89.679,1123,US Census 1990
BENEDICT,male,0.004,89.684,1124,US Census 1990
MOSE,male,0.004,89.688,1125,US Census 1990
HONG,male,0.004,89.692,1126,US Census 1990
LEIGH,male,0.004,89.696,1127,US Census 1990
JOHNSON,male,0.004,89.7,1128,US Census 1990
ISREAL,male,0.004,89.704,1129,US Census 1990
GAYLE,male,0.004,89.708,1130,US Census 1990
GARRET,male,0.004,89.712,1131,US Census 1990
FAUSTO,male,0.004,89.716,1132,US Census 1990
ASA,male,0.004,89.72,1133,US Census 1990
ARLEN,male,0.004,89.724,1134,US Census 1990
ZACK,male,0.004,89.728,1135,US Census 1990
WARNER,male,0.004,89.732,1136,US Census 1990
MODESTO,male,0.004,89.736,1137,US Census 1990
FRANCESCO,male,0.004,89.74,1138,US Census 1990
MANUAL,male,0.004,89.744,1139,US Census 1990
JAE,male,0.004,89.748,1140,US Census 1990
GAYLORD,male,0.004,89.752,1141,US Census 1990
GASTON,male,0.004,89.756,1142,US Census 1990
FILIBERTO,male,0.004,89.759,1143,US Census 1990
DEANGELO,male,0.004,89.763,1144,US Census 1990
MICHALE,male,0.004,89.767,1145,US Census 1990
GRANVILLE,male,0.004,89.771,1146,US Census 1990
WES,male,0.004,89.775,1147,US Census 1990
MALIK,male,0.004,89.779,1148,US Census 1990
ZACKARY,male,0.004,89.783,1149,US Census 1990
TUAN,male,0.004,89.787,1150,US Census 1990
NICKY,male,0.004,89.79,1151,US Census 1990
ELDRIDGE,male,0.004,89.794,1152,US Census 1990
CRISTOPHER,male,0.004,89.798,1153,US Census 1990
CORTEZ,male,0.004,89.802,1154,US Census 1990
ANTIONE,male,0.004,89.806,1155,US Census 1990
MALCOM,male,0.004,89.809,1156,US Census 1990
LONG,male,0.004,89.813,1157,US Census 1990
KOREY,male,0.004,89.817,1158,US Census 1990
JOSPEH,male,0.004,89.821,1159,US Census 1990
COLTON,male,0.004,89.825,1160,US Census 1990
WAYLON,male,0.004,89.828,1161,US Census 1990
VON,male,0.004,89.832,1162,US Census 1990
HOSEA,male,0.004,89.836,1163,US Census 1990
SHAD,male,0.004,89.84,1164,US Census 1990
SANTO,male,0.004,89.843,1165,US Census 1990
RUDOLF,male,0.004,89.847,1166,US Census 1990
ROLF,male,0.004,89.851,1167,US Census 1990
REY,male,0.004,89.855,1168,US Census 1990
RENALDO,male,0.004,89.858,1169,US Census 1990
MARCELLUS,male,0.004,89.862,1170,US Census 1990
LUCIUS,male,0.004,89.866,1171,US Census 1990
LESLEY,male,0.004,89.87,1172,US Census 1990
KRISTOFER,male,0.004,89.873,1173,US Census 1990
BOYCE,male,0.004,89.877,1174,US Census 1990
BENTON,male,0.004,89.881,1175,US Census 1990
MAN,male,0.004,89.884,1176,US Census 1990
KASEY,male,0.004,89.888,1177,US Census 1990
JEWELL,male,0.004,89.892,1178,US Census 1990
HAYDEN,male,0.004,89.895,1179,US Census 1990
HARLAND,male,0.004,89.899,1180,US Census 1990
ARNOLDO,male,0.004,89.903,1181,US Census 1990
RUEBEN,male,0.004,89.907,1182,US Census 1990
LEANDRO,male,0.004,89.91,1183,US Census 1990
KRAIG,male,0.004,89.914,1184,US Census 1990
JERRELL,male,0.004,89.918,1185,US Census 1990
JEROMY,male,0.004,89.921,1186,US Census 1990
HOBERT,male,0.004,89.925,1187,US Census 1990
CEDRICK,male,0.004,89.929,1188,US Census 1990
ARLIE,male,0.004,89.932,1189,US Census 1990
WINFORD,male,0.004,89.936,1190,US Census 1990
WALLY,male,0.004,89.939,1191,US Census 1990
PATRICIA,male,0.004,89.943,1192,US Census 1990
LUIGI,male,0.004,89.947,1193,US Census 1990
KENETH,male,0.004,89.95,1194,US Census 1990
JACINTO,male,0.004,89.954,1195,US Census 1990
GRAIG,male,0.004,89.958,1196,US Census 1990
FRANKLYN,male,0.004,89.961,1197,US Census 1990
EDMUNDO,male,0.004,89.965,1198,US Census 1990
SID,male,0.004,89.968,1199,US Census 1990
PORTER,male,0.004,89.972,1200,US Census 1990
LEIF,male,0.004,89.976,1201,US Census 1990
LAUREN,male,0.004,89.979,1202,US Census 1990
JERAMY,male,0.004,89.983,1203,US Census 1990
ELISHA,male,0.004,89.986,1204,US Census 1990
BUCK,male,0.004,89.99,1205,US Census 1990
WILLIAN,male,0.004,89.994,1206,US Census 1990
VINCENZO,male,0.004,89.997,1207,US Census 1990
SHON,male,0.004,90.001,1208,US Census 1990
MICHAL,male,0.004,90.004,1209,US Census 1990
LYNWOOD,male,0.004,90.008,1210,US Census 1990
LINDSAY,male,0.004,90.011,1211,US Census 1990
JEWEL,male,0.004,90.015,1212,US Census 1990
JERE,male,0.004,90.018,1213,US Census 1990
HAI,male,0.004,90.022,1214,US Census 1990
ELDEN,male,0.004,90.026,1215,US Census 1990
DORSEY,male,0.004,90.029,1216,US Census 1990
DARELL,male,0.004,90.033,1217,US Census 1990
BRODERICK,male,0.004,90.036,1218,US Census 1990
ALONSO,male,0.004,90.04,1219,US Census 1990
