birth_date,birth_first_name,birth_last_name,birth_middle_name,birth_name,birth_year,death_date,debut_year,final_year,first_name,full_name,last_name,nickname,nicknames,player_url,source
,John,Potts,Frederick,John Frederick Potts,1887,,,,John,John Potts,Potts,Fred,,https://www.baseball-almanac.com/players/player.php?p=pottsjo01,Baseball Almanac
,Lester,Pratt,John,Lester John Pratt,1887,,,,Lester,Larry Pratt,Pratt,Larry,,https://www.baseball-almanac.com/players/player.php?p=prattla01,Baseball Almanac
,Herschel,Prough,Clinton,Herschel Clinton Prough,1887,,,,Herschel,Bill Prough,Prough,Clint or Bill,"['Clint', 'Bill']",https://www.baseball-almanac.com/players/player.php?p=prougbi01,Baseball Almanac
,Thomas,Quinlan,Finners,Thomas Finners Quinlan,1887,,,,Thomas,Finners Quinlan,Quinlan,Finners,,https://www.baseball-almanac.com/players/player.php?p=quinlfi01,Baseball Almanac
,John,Raleigh,Austin,John Austin Raleigh,1887,,,,John,John Raleigh,Raleigh,,,https://www.baseball-almanac.com/players/player.php?p=raleijo01,Baseball Almanac
,Morris,Rath,Charles,Morris Charles Rath,1887,,,,Morris,Morrie Rath,Rath,Morrie,,https://www.baseball-almanac.com/players/player.php?p=rathmo01,Baseball Almanac
,Harry,Redmond,John,Harry John Redmond,1887,,,,Harry,Harry Redmond,Redmond,,,https://www.baseball-almanac.com/players/player.php?p=redmoha01,Baseball Almanac
,Jacob,Reisigl,,Jacob Reisigl,1887,,,,Jacob,Bugs Reisigl,Reisigl,Bugs,,https://www.baseball-almanac.com/players/player.php?p=reisibu01,Baseball Almanac
,Ross,Reynolds,Ernest,Ross Ernest Reynolds,1887,,,,Ross,Ross Reynolds,Reynolds,Doc,,https://www.baseball-almanac.com/players/player.php?p=reynoro01,Baseball Almanac
,John,Roberson,Henry,John Henry Roberson,1887,,,,John,Hank Robinson,Roberson,Hank or Rube,"['Hank', 'Rube']",https://www.baseball-almanac.com/players/player.php?p=robinha01,Baseball Almanac
,Wilbur,Rodgers,Kincaid,Wilbur Kincaid Rodgers,1887,,,,Wilbur,Bill Rodgers,Rodgers,Rawmeat Bill,,https://www.baseball-almanac.com/players/player.php?p=rodgebi01,Baseball Almanac
,Henri,Rondeau,Joseph,Henri Joseph Rondeau,1887,,,,Henri,Henri Rondeau,Rondeau,,,https://www.baseball-almanac.com/players/player.php?p=rondehe01,Baseball Almanac
,Richard,Rudolph,,Richard Rudolph,1887,,,,Richard,Dick Rudolph,Rudolph,Baldy or Dick,"['Baldy', 'Dick']",https://www.baseball-almanac.com/players/player.php?p=rudoldi01,Baseball Almanac
,Harvey,Russell,Holmes,Harvey Holmes Russell,1887,,,,Harvey,Harvey Russell,Russell,,,https://www.baseball-almanac.com/players/player.php?p=russeha01,Baseball Almanac
,John,Scheneberg,Bluford,John Bluford Scheneberg,1887,,,,John,John Scheneberg,Scheneberg,,,https://www.baseball-almanac.com/players/player.php?p=schenjo01,Baseball Almanac
,Walter,Schmidt,Joseph,Walter Joseph Schmidt,1887,,,,Walter,Walter Schmidt,Schmidt,,,https://www.baseball-almanac.com/players/player.php?p=schmiwa01,Baseball Almanac
,Thomas,Seaton,Gordon,Thomas Gordon Seaton,1887,,,,Thomas,Tom Seaton,Seaton,Tom,,https://www.baseball-almanac.com/players/player.php?p=seatoto01,Baseball Almanac
,Herbert,Sincock,Sylvester,Herbert Sylvester Sincock,1887,,,,Herbert,Bert Sincock,Sincock,Bert,,https://www.baseball-almanac.com/players/player.php?p=sincobe01,Baseball Almanac
,Jacob,Schmidt,John,Jacob John Schmidt,1887,,,,Jacob,Jake Smith,Schmidt,Jake,,https://www.baseball-almanac.com/players/player.php?p=smithja01,Baseball Almanac
,Armstrong,Smith,Frederick,Armstrong Frederick Smith,1887,,,,Armstrong,Klondike Smith,Smith,Klondike,,https://www.baseball-almanac.com/players/player.php?p=smithkl01,Baseball Almanac
,Frederick,Snodgrass,Carlisle,Frederick Carlisle Snodgrass,1887,,,,Frederick,Fred Snodgrass,Snodgrass,Fred or Snow,"['Fred', 'Snow']",https://www.baseball-almanac.com/players/player.php?p=snodgfr01,Baseball Almanac
,Rudolph,Sommers,,Rudolph Sommers,1887,,,,Rudolph,Rudy Sommers,Sommers,Rudy,,https://www.baseball-almanac.com/players/player.php?p=sommeru01,Baseball Almanac
,Henry,Spratt,Lee,Henry Lee Spratt,1887,,,,Henry,Harry Spratt,Spratt,Harry,,https://www.baseball-almanac.com/players/player.php?p=spratha01,Baseball Almanac
,William,Stack,Edward,William Edward Stack,1887,,,,William,Eddie Stack,Stack,Eddie,,https://www.baseball-almanac.com/players/player.php?p=stacked01,Baseball Almanac
,James,Ciolek),Francis Stanley (Born: Stanislaus Francis,James Francis Stanley (Born: Stanislaus Francis Ciolek),1887,,,,James,Jim Stanley,Ciolek),Jim or The Little Fellow,"['Jim', 'The Little Fellow']",https://www.baseball-almanac.com/players/player.php?p=stanlji01,Baseball Almanac
,William,Steen,John,William John Steen,1887,,,,William,Bill Steen,Steen,Bill,,https://www.baseball-almanac.com/players/player.php?p=steenbi01,Baseball Almanac
,Harry,Suter,Richard,Harry Richard Suter,1887,,,,Harry,Harry Suter,Suter,Handsome Harry,,https://www.baseball-almanac.com/players/player.php?p=suterha01,Baseball Almanac
,Harry,Swan,Gordon,Harry Gordon Swan,1887,,,,Harry,Ducky Swan,Swan,Ducky,,https://www.baseball-almanac.com/players/player.php?p=swandu01,Baseball Almanac
,James,Thorpe,Francis,James Francis Thorpe,1887,,,,James,Jim Thorpe,Thorpe,Jim,,https://www.baseball-almanac.com/players/player.php?p=thorpji01,Baseball Almanac
,Walter,Tragesser,Joseph,Walter Joseph Tragesser,1887,,,,Walter,Walt Tragesser,Tragesser,Walt,,https://www.baseball-almanac.com/players/player.php?p=tragewa01,Baseball Almanac
,William,Wagner,George,William George Wagner,1887,,,,William,Bull Wagner,Wagner,Bull,,https://www.baseball-almanac.com/players/player.php?p=wagnebu02,Baseball Almanac
,Clarence,Walker,William,Clarence William Walker,1887,,,,Clarence,Tilly Walker,Walker,Tilly,,https://www.baseball-almanac.com/players/player.php?p=walketi01,Baseball Almanac
,Fred,Williams,,Fred Williams,1887,,,,Fred,Cy Williams,Williams,Cy,,https://www.baseball-almanac.com/players/player.php?p=willicy01,Baseball Almanac
,William,Zimmerman,Frederick,William Frederick Zimmerman,1887,,,,William,Bill Zimmerman,Zimmerman,Bill,,https://www.baseball-almanac.com/players/player.php?p=zimmebi01,Baseball Almanac
,Henry,Zimmerman,,Henry Zimmerman,1887,,,,Henry,Heinie Zimmerman,Zimmerman,"Heinie, The Great Zim",,https://www.baseball-almanac.com/players/player.php?p=zimmehe01,Baseball Almanac
,Guy,Zinn,,Guy Zinn,1887,,,,Guy,Guy Zinn,Zinn,,,https://www.baseball-almanac.com/players/player.php?p=zinngu01,Baseball Almanac
,Frank,Allen,Leon,Frank Leon Allen,1888,,,,Frank,Frank Allen,Allen,,,https://www.baseball-almanac.com/players/player.php?p=allenfr01,Baseball Almanac
,Artemus,Allen,Ward,Artemus Ward Allen,1888,,,,Artemus,Nick Allen,Allen,Nick,,https://www.baseball-almanac.com/players/player.php?p=allenni01,Baseball Almanac
,Lester,Backman,John,Lester John Backman,1888,,,,Lester,Les Backman,Backman,Les,,https://www.baseball-almanac.com/players/player.php?p=backmle01,Baseball Almanac
,Lore,Bader,Verne,Lore Verne Bader,1888,,,,Lore,Lore Bader,Bader,King,,https://www.baseball-almanac.com/players/player.php?p=baderlo01,Baseball Almanac
,William,Bailey,F.,William F. Bailey,1888,,,,William,Bill Bailey,Bailey,Bill,,https://www.baseball-almanac.com/players/player.php?p=bailebi01,Baseball Almanac
,Howard,Baker,Francis,Howard Francis Baker,1888,,,,Howard,Howard Baker,Baker,,,https://www.baseball-almanac.com/players/player.php?p=bakerho01,Baseball Almanac
,Jesse,Baker,Ormond,Jesse Ormond Baker,1888,,,,Jesse,Jesse Baker,Baker,,,https://www.baseball-almanac.com/players/player.php?p=bakerje01,Baseball Almanac
,Albert,Baschang,C.,Albert C. Baschang,1888,,,,Albert,Al Bashang,Baschang,Al,,https://www.baseball-almanac.com/players/player.php?p=bashaal01,Baseball Almanac
,Martin,Berghammer,Andrew,Martin Andrew Berghammer,1888,,,,Martin,Marty Berghammer,Berghammer,Pepper or Marty,"['Pepper', 'Marty']",https://www.baseball-almanac.com/players/player.php?p=berghma01,Baseball Almanac
,Franklin,Bettger,Lyle,Franklin Lyle Bettger,1888,,,,Franklin,Frank Betcher,Bettger,Pep or Frank,"['Pep', 'Frank']",https://www.baseball-almanac.com/players/player.php?p=betchfr01,Baseball Almanac
,Ernest,Bonin,Luther,Ernest Luther Bonin,1888,,,,Ernest,Luther Bonin,Bonin,Bonnie or Luther,"['Bonnie', 'Luther']",https://www.baseball-almanac.com/players/player.php?p=boninlu01,Baseball Almanac
,William,Borton,Baker,William Baker Borton,1888,,,,William,Babe Borton,Borton,Babe,,https://www.baseball-almanac.com/players/player.php?p=bortoba01,Baseball Almanac
,Charles,Brown,Roy,Charles Roy Brown,1888,,,,Charles,Curly Brown,Brown,Curly or Lefty,"['Curly', 'Lefty']",https://www.baseball-almanac.com/players/player.php?p=browncu01,Baseball Almanac
,Arthur,Bues,Frederick,Arthur Frederick Bues,1888,,,,Arthur,Art Bues,Bues,Art,,https://www.baseball-almanac.com/players/player.php?p=buesar01,Baseball Almanac
,Raymond,Caldwell,Benjamin,Raymond Benjamin Caldwell,1888,,,,Raymond,Ray Caldwell,Caldwell,Rube or Slim or Ray,"['Rube', 'Slim']",https://www.baseball-almanac.com/players/player.php?p=caldwra02,Baseball Almanac
,David,Callahan,Joseph,David Joseph Callahan,1888,,,,David,Dave Callahan,Callahan,Dave,,https://www.baseball-almanac.com/players/player.php?p=callada01,Baseball Almanac
,Wese,Callahan,LeRoy,Wese LeRoy Callahan,1888,,,,Wese,Wesley Callahan,Callahan,Wesley,,https://www.baseball-almanac.com/players/player.php?p=callawe01,Baseball Almanac
,Arthur,Campbell,Vincent,Arthur Vincent Campbell,1888,,,,Arthur,Vin Campbell,Campbell,Vin - Vint,,https://www.baseball-almanac.com/players/player.php?p=campbvi01,Baseball Almanac
,Thomas,Cantwell,Aloysius,Thomas Aloysius Cantwell,1888,,,,Thomas,Tom Cantwell,Cantwell,Tom,,https://www.baseball-almanac.com/players/player.php?p=cantwto01,Baseball Almanac
,Chester,Carmichael,Keller,Chester Keller Carmichael,1888,,,,Chester,Chet Carmichael,Carmichael,Chet,,https://www.baseball-almanac.com/players/player.php?p=carmich01,Baseball Almanac
,George,Chalmers,William,George William Chalmers,1888,,,,George,George Chalmers,Chalmers,Dutch,,https://www.baseball-almanac.com/players/player.php?p=chalmge01,Baseball Almanac
,William,Chambers,Christopher,William Christopher Chambers,1888,,,,William,Bill Chambers,Chambers,Bill,,https://www.baseball-almanac.com/players/player.php?p=chambbi01,Baseball Almanac
,William,Cadreau,,William Cadreau,1888,,,,William,Chief Chouneau,Cadreau,Chief,,https://www.baseball-almanac.com/players/player.php?p=chounch01,Baseball Almanac
,Albert,Clancy,Harrison,Albert Harrison Clancy,1888,,,,Albert,Al Clancy,Clancy,Al,,https://www.baseball-almanac.com/players/player.php?p=clancal01,Baseball Almanac
,Thomas,Clarke,Aloysius,Thomas Aloysius Clarke,1888,,,,Thomas,Tommy Clarke,Clarke,Tommy,,https://www.baseball-almanac.com/players/player.php?p=clarkto01,Baseball Almanac
,Cecil,Coombs,Lysander,Cecil Lysander Coombs,1888,,,,Cecil,Cecil Coombs,Coombs,,,https://www.baseball-almanac.com/players/player.php?p=coombce01,Baseball Almanac
,Ensign,Cottrell,Stover,Ensign Stover Cottrell,1888,,,,Ensign,Ensign Cottrell,Cottrell,,,https://www.baseball-almanac.com/players/player.php?p=cottren01,Baseball Almanac
,George,Curry,James,George James Curry,1888,,,,George,George Curry,Curry,Soldier Boy,,https://www.baseball-almanac.com/players/player.php?p=curryge01,Baseball Almanac
,Rolla,Daringer,Harrison,Rolla Harrison Daringer,1888,,,,Rolla,Rolla Daringer,Daringer,,,https://www.baseball-almanac.com/players/player.php?p=darinro01,Baseball Almanac
,Rexford,Dawson,Paul,Rexford Paul Dawson,1888,,,,Rexford,Rex Dawson,Dawson,Rex,,https://www.baseball-almanac.com/players/player.php?p=dawsore01,Baseball Almanac
,Rex,DeVogt,Eugene,Rex Eugene DeVogt,1888,,,,Rex,Rex DeVogt,DeVogt,,,https://www.baseball-almanac.com/players/player.php?p=devogre01,Baseball Almanac
,Louis,Drucke,Frank,Louis Frank Drucke,1888,,,,Louis,Louis Drucke,Drucke,,,https://www.baseball-almanac.com/players/player.php?p=drucklo01,Baseball Almanac
,Jean,Dubuc,Joseph Octave Arthur,Jean Joseph Octave Arthur Dubuc,1888,,,,Jean,Jean Dubuc,Dubuc,Chauncey,,https://www.baseball-almanac.com/players/player.php?p=dubucje01,Baseball Almanac
,George,Dunlop,Henry,George Henry Dunlop,1888,,,,George,George Dunlop,Dunlop,,,https://www.baseball-almanac.com/players/player.php?p=dunloge01,Baseball Almanac
,Urban,Faber,Clarence,Urban Clarence Faber,1888,,,,Urban,Red Faber,Faber,Red,,https://www.baseball-almanac.com/players/player.php?p=faberre01,Baseball Almanac
,Pembroke,Finlayson,,Pembroke Finlayson,1888,,,,Pembroke,Pembroke Finlayson,Finlayson,,,https://www.baseball-almanac.com/players/player.php?p=finlape01,Baseball Almanac
,George,Foster,,George Foster,1888,,,,George,Rube Foster,Foster,Rube,,https://www.baseball-almanac.com/players/player.php?p=fosteru01,Baseball Almanac
,Arnold,Gandil,,Arnold Gandil,1888,,,,Arnold,Chick Gandil,Gandil,Chick,,https://www.baseball-almanac.com/players/player.php?p=gandich01,Baseball Almanac
,Joseph,Giannini,Francis,Joseph Francis Giannini,1888,,,,Joseph,Joe Giannini,Giannini,Joe,,https://www.baseball-almanac.com/players/player.php?p=giannjo01,Baseball Almanac
,Ernest,Gilmore,Grover,Ernest Grover Gilmore,1888,,,,Ernest,Grover Gilmore,Gilmore,Grover,,https://www.baseball-almanac.com/players/player.php?p=gilmogr01,Baseball Almanac
,Roy,Golden,Kramer,Roy Kramer Golden,1888,,,,Roy,Roy Golden,Golden,,,https://www.baseball-almanac.com/players/player.php?p=goldero01,Baseball Almanac
,Stanley,Gray,Oscar,Stanley Oscar Gray,1888,,,,Stanley,Stan Gray,Gray,Stan,,https://www.baseball-almanac.com/players/player.php?p=grayst01,Baseball Almanac
,Frank,Gregory,Ernst,Frank Ernst Gregory,1888,,,,Frank,Frank Gregory,Gregory,,,https://www.baseball-almanac.com/players/player.php?p=gregofr01,Baseball Almanac
,Donald,Griner,Dexter,Donald Dexter Griner,1888,,,,Donald,Dan Griner,Griner,Dan or Rusty,"['Dan', 'Rusty']",https://www.baseball-almanac.com/players/player.php?p=grineda01,Baseball Almanac
,Hyland,Gunning,,Hyland Gunning,1888,,,,Hyland,Hy Gunning,Gunning,Hy,,https://www.baseball-almanac.com/players/player.php?p=gunnihy01,Baseball Almanac
,Ernest,Gust,Herman Frank,Ernest Herman Frank Gust,1888,,,,Ernest,Ernie Gust,Gust,Red or Ernie,"['Red', 'Ernie']",https://www.baseball-almanac.com/players/player.php?p=guster01,Baseball Almanac
,Edward,Hallinan,S.,Edward S. Hallinan,1888,,,,Edward,Ed Hallinan,Hallinan,Ed,,https://www.baseball-almanac.com/players/player.php?p=hallied01,Baseball Almanac
,Andrew,Harrington,Francis,Andrew Francis Harrington,1888,,,,Andrew,Andy Harrington,Harrington,Andy,,https://www.baseball-almanac.com/players/player.php?p=harrian01,Baseball Almanac
,Grover,Hartley,Allen,Grover Allen Hartley,1888,,,,Grover,Grover Hartley,Hartley,Slick,,https://www.baseball-almanac.com/players/player.php?p=hartlgr01,Baseball Almanac
,Charles,Hartman,Otto,Charles Otto Hartman,1888,,,,Charles,Charlie Hartman,Hartman,Charlie,,https://www.baseball-almanac.com/players/player.php?p=hartmch01,Baseball Almanac
,Arnold,Hauser,George,Arnold George Hauser,1888,,,,Arnold,Arnold Hauser,Hauser,Pee Wee,,https://www.baseball-almanac.com/players/player.php?p=hausear01,Baseball Almanac
,Edward,Hawk,,Edward Hawk,1888,,,,Edward,Ed Hawk,Hawk,Ed,,https://www.baseball-almanac.com/players/player.php?p=hawked01,Baseball Almanac
,Harry,Hedgpeth,Malcolm,Harry Malcolm Hedgpeth,1888,,,,Harry,Harry Hedgpeth,Hedgpeth,,,https://www.baseball-almanac.com/players/player.php?p=hedgpha01,Baseball Almanac
,Olaf,Henriksen,,Olaf Henriksen,1888,,,,Olaf,Olaf Henriksen,Henriksen,Swede,,https://www.baseball-almanac.com/players/player.php?p=henriol01,Baseball Almanac
,Thomas,Higgins,Edward,Thomas Edward Higgins,1888,,,,Thomas,Eddie Higgins,Higgins,Eddie or Irish,"['Eddie', 'Irish']",https://www.baseball-almanac.com/players/player.php?p=higgied01,Baseball Almanac
,Richard,Hoblitzell,Carleton,Richard Carleton Hoblitzell,1888,,,,Richard,Dick Hoblitzell,Hoblitzell,Dick or Doc,"['Dick', 'Doc']",https://www.baseball-almanac.com/players/player.php?p=hoblidi01,Baseball Almanac
,Benjamin,Hunt,Franklin,Benjamin Franklin Hunt,1888,,,,Benjamin,Ben Hunt,Hunt,High Pockets or Ben,"['High Pockets', 'Ben']",https://www.baseball-almanac.com/players/player.php?p=huntbe01,Baseball Almanac
,William,Johns,R.,William R. Johns,1888,,,,William,Pete Johns,Johns,Pete,,https://www.baseball-almanac.com/players/player.php?p=johnspe01,Baseball Almanac
,Ernest,Johnson,Rudolph,Ernest Rudolph Johnson,1888,,,,Ernest,Ernie Johnson,Johnson,Ernie,,https://www.baseball-almanac.com/players/player.php?p=johnser01,Baseball Almanac
,Adam,Johnson,Rankin,Adam Rankin Johnson,1888,,,,Adam,Rankin Johnson,Johnson,Tex or Rankin,"['Tex', 'Rankin']",https://www.baseball-almanac.com/players/player.php?p=johnsra01,Baseball Almanac
,Frank,Kafora,Jacob,Frank Jacob Kafora,1888,,,,Frank,Jake Kafora,Kafora,Tomatoes or Jake,"['Tomatoes', 'Jake']",https://www.baseball-almanac.com/players/player.php?p=kaforja01,Baseball Almanac
,Howard,Kauffman,Richard,Howard Richard Kauffman,1888,,,,Howard,Dick Kauffman,Kauffman,Dick,,https://www.baseball-almanac.com/players/player.php?p=kauffdi01,Baseball Almanac
,Edward,Kelly,Leo,Edward Leo Kelly,1888,,,,Edward,Ed Kelly,Kelly,Ed,,https://www.baseball-almanac.com/players/player.php?p=kellyed01,Baseball Almanac
,Judson,Kirke,Fabian,Judson Fabian Kirke,1888,,,,Judson,Jay Kirke,Kirke,Jay,,https://www.baseball-almanac.com/players/player.php?p=kirkeja01,Baseball Almanac
,Edward,Klepfer,Lloyd,Edward Lloyd Klepfer,1888,,,,Edward,Ed Klepfer,Klepfer,Big Ed,,https://www.baseball-almanac.com/players/player.php?p=klepfed01,Baseball Almanac
,Bradley,Kocher,Wilson,Bradley Wilson Kocher,1888,,,,Bradley,Brad Kocher,Kocher,Brad,,https://www.baseball-almanac.com/players/player.php?p=kochebr01,Baseball Almanac
,Harry,Krause,William,Harry William Krause,1888,,,,Harry,Harry Krause,Krause,Hal,,https://www.baseball-almanac.com/players/player.php?p=krausha01,Baseball Almanac
,Martin,Krug,John,Martin John Krug,1888,,,,Martin,Marty Krug,Krug,Marty,,https://www.baseball-almanac.com/players/player.php?p=krugma01,Baseball Almanac
,Harry,LaRoss,Raymond,Harry Raymond LaRoss,1888,,,,Harry,Harry LaRoss,LaRoss,Spike,,https://www.baseball-almanac.com/players/player.php?p=larosha01,Baseball Almanac
,Charles,Lathers,Ten Eyck,Charles Ten Eyck Lathers,1888,,,,Charles,Chick Lathers,Lathers,Chick,,https://www.baseball-almanac.com/players/player.php?p=lathech01,Baseball Almanac
,Elmer,Leonard,Ellsworth,Elmer Ellsworth Leonard,1888,,,,Elmer,Elmer Leonard,Leonard,Tiny,,https://www.baseball-almanac.com/players/player.php?p=leonael01,Baseball Almanac
,Walter,Leverenz,Fred,Walter Fred Leverenz,1888,,,,Walter,Walt Leverenz,Leverenz,Tiny or Walt,"['Tiny', 'Walt']",https://www.baseball-almanac.com/players/player.php?p=leverwa01,Baseball Almanac
,George,Lewis,Edward,George Edward Lewis,1888,,,,George,Duffy Lewis,Lewis,Duffy,,https://www.baseball-almanac.com/players/player.php?p=lewisdu01,Baseball Almanac
,Lester,Long,,Lester Long,1888,,,,Lester,Lep Long,Long,Lep,,https://www.baseball-almanac.com/players/player.php?p=longle01,Baseball Almanac
,Edmund,Magner,Burke,Edmund Burke Magner,1888,,,,Edmund,Stubby Magner,Magner,Stubby,,https://www.baseball-almanac.com/players/player.php?p=magnest01,Baseball Almanac
,Daniel,Mahoney,Joseph,Daniel Joseph Mahoney,1888,,,,Daniel,Danny Mahoney,Mahoney,Danny,,https://www.baseball-almanac.com/players/player.php?p=mahonda02,Baseball Almanac
,Patrick,Maloney,William,Patrick William Maloney,1888,,,,Patrick,Pat Maloney,Maloney,Pat,,https://www.baseball-almanac.com/players/player.php?p=malonpa01,Baseball Almanac
,George,McCarty,Lewis,George Lewis McCarty,1888,,,,George,Lew McCarty,McCarty,Lew,,https://www.baseball-almanac.com/players/player.php?p=mccarle01,Baseball Almanac
,Frank,McDermott,Aloyious,Frank Aloyious McDermott,1888,,,,Frank,Red McDermott,McDermott,Red,,https://www.baseball-almanac.com/players/player.php?p=mcderre01,Baseball Almanac
,Malcolm,McDonald,Joseph,Malcolm Joseph McDonald,1888,,,,Malcolm,Joe McDonald,McDonald,Joe,,https://www.baseball-almanac.com/players/player.php?p=mcdonjo02,Baseball Almanac
,Mark,McGaffigan,Andrew,Mark Andrew McGaffigan,1888,,,,Mark,Patsy McGaffigan,McGaffigan,Patsy,,https://www.baseball-almanac.com/players/player.php?p=mcgafpa01,Baseball Almanac
,James,McGarr,Vincent,James Vincent McGarr,1888,,,,James,Jim McGarr,McGarr,Reds or Jim,"['Reds', 'Jim']",https://www.baseball-almanac.com/players/player.php?p=mcgarji01,Baseball Almanac
,Patrick,McGehee,Henry,Patrick Henry McGehee,1888,,,,Patrick,Pat McGehee,McGehee,Pat,,https://www.baseball-almanac.com/players/player.php?p=mcgehpa01,Baseball Almanac
,Frank,McKenry,Gordon,Frank Gordon McKenry,1888,,,,Frank,Limb McKenry,McKenry,Big Pete or Limb,"['Big Pete', 'Limb']",https://www.baseball-almanac.com/players/player.php?p=mckenli01,Baseball Almanac
,James,McLaughlin,Anson,James Anson McLaughlin,1888,,,,James,Kid McLaughlin,McLaughlin,Kid or Sunshine,"['Kid', 'Sunshine']",https://www.baseball-almanac.com/players/player.php?p=mclauki01,Baseball Almanac
,Thomas,McMillan,Law,Thomas Law McMillan,1888,,,,Thomas,Tommy McMillan,McMillan,Rebel or Tommy,"['Rebel', 'Tommy']",https://www.baseball-almanac.com/players/player.php?p=mcmilto01,Baseball Almanac
,Paul,Meloan,B.,Paul B. Meloan,1888,,,,Paul,Paul Meloan,Meloan,Molly,,https://www.baseball-almanac.com/players/player.php?p=meloapa01,Baseball Almanac
,Carl,Merkle,Frederick Rudolf,Carl Frederick Rudolf Merkle,1888,,,,Carl,Fred Merkle,Merkle,Bonehead or Fred,"['Bonehead', 'Fred']",https://www.baseball-almanac.com/players/player.php?p=merklfr01,Baseball Almanac
,Lee,Meyer,,Lee Meyer,1888,,,,Lee,Lee Meyer,Meyer,,,https://www.baseball-almanac.com/players/player.php?p=meyerle02,Baseball Almanac
,Edwin,Miller,Collins,Edwin Collins Miller,1888,,,,Edwin,Ed Miller,Miller,Big Ed or Ed,"['Big Ed', 'Ed']",https://www.baseball-almanac.com/players/player.php?p=milleed02,Baseball Almanac
,Raymond,Miller,Peter,Raymond Peter Miller,1888,,,,Raymond,Ray Miller,Miller,Ray,,https://www.baseball-almanac.com/players/player.php?p=millera02,Baseball Almanac
,Vincent,Molyneaux,Leo,Vincent Leo Molyneaux,1888,,,,Vincent,Vince Molyneaux,Molyneaux,Vince,,https://www.baseball-almanac.com/players/player.php?p=molynvi01,Baseball Almanac
,Michael,Murphy,Jerome,Michael Jerome Murphy,1888,,,,Michael,Mike Murphy,Murphy,Mike,,https://www.baseball-almanac.com/players/player.php?p=murphmi01,Baseball Almanac
,Kenneth,Nash,Leland,Kenneth Leland Nash,1888,,,,Kenneth,Ken Nash,Nash,Ken,,https://www.baseball-almanac.com/players/player.php?p=nashke01,Baseball Almanac
,Ovid,Nicholson,Edward,Ovid Edward Nicholson,1888,,,,Ovid,Ovid Nicholson,Nicholson,,,https://www.baseball-almanac.com/players/player.php?p=nichoov01,Baseball Almanac
,George,Northrop,Howard,George Howard Northrop,1888,,,,George,Jake Northrop,Northrop,Jerky or Jake,"['Jerky', 'Jake']",https://www.baseball-almanac.com/players/player.php?p=northja01,Baseball Almanac
,Martin,O'Toole,James,Martin James O'Toole,1888,,,,Martin,Marty O'Toole,O'Toole,Marty,,https://www.baseball-almanac.com/players/player.php?p=otooma01,Baseball Almanac
,Joseph,Ohl,Earl Von,Joseph Earl Von Ohl,1888,,,,Joseph,Joe Ohl,Ohl,Joe,,https://www.baseball-almanac.com/players/player.php?p=ohljo01,Baseball Almanac
,John,Onslow,James,John James Onslow,1888,,,,John,Jack Onslow,Onslow,Jack,,https://www.baseball-almanac.com/players/player.php?p=onsloja01,Baseball Almanac
,Henry,Pernoll,Huston,Henry Huston Pernoll,1888,,,,Henry,Hub Pernoll,Pernoll,Hub,,https://www.baseball-almanac.com/players/player.php?p=pernohu01,Baseball Almanac
,Emmett,Perryman,Key,Emmett Key Perryman,1888,,,,Emmett,Parson Perryman,Perryman,Parson,,https://www.baseball-almanac.com/players/player.php?p=perrypa01,Baseball Almanac
,Edward,Pfeffer,Joseph,Edward Joseph Pfeffer,1888,,,,Edward,Jeff Pfeffer,Pfeffer,Jeff,,https://www.baseball-almanac.com/players/player.php?p=pfeffje01,Baseball Almanac
,Charles,Pick,Thomas,Charles Thomas Pick,1888,,,,Charles,Charlie Pick,Pick,Charlie,,https://www.baseball-almanac.com/players/player.php?p=pickch01,Baseball Almanac
,George,Pierce,Thomas,George Thomas Pierce,1888,,,,George,George Pierce,Pierce,Filbert,,https://www.baseball-almanac.com/players/player.php?p=pearcge01,Baseball Almanac
,Edmund,Porray,Joseph,Edmund Joseph Porray,1888,,,,Edmund,Ed Porray,Porray,Ed,,https://www.baseball-almanac.com/players/player.php?p=porraed01,Baseball Almanac
,Irving,Porter,Marble,Irving Marble Porter,1888,,,,Irving,Irv Porter,Porter,Irv,,https://www.baseball-almanac.com/players/player.php?p=porteir01,Baseball Almanac
,Raymond,Powell,Reath,Raymond Reath Powell,1888,,,,Raymond,Ray Powell,Powell,Rabbit or Ray,"['Rabbit', 'Ray']",https://www.baseball-almanac.com/players/player.php?p=powelra01,Baseball Almanac
,Derrill,Pratt,Burnham,Derrill Burnham Pratt,1888,,,,Derrill,Del Pratt,Pratt,Del,,https://www.baseball-almanac.com/players/player.php?p=prattde01,Baseball Almanac
,Michael,Prendergast,Thomas,Michael Thomas Prendergast,1888,,,,Michael,Mike Prendergast,Prendergast,Mike,,https://www.baseball-almanac.com/players/player.php?p=prendmi01,Baseball Almanac
,William,Rariden,Angle,William Angle Rariden,1888,,,,William,Bill Rariden,Rariden,Bedford Bill,,https://www.baseball-almanac.com/players/player.php?p=raridbi01,Baseball Almanac
,Michael,Regan,John,Michael John Regan,1888,,,,Michael,Mike Regan,Regan,Mike,,https://www.baseball-almanac.com/players/player.php?p=reganmi01,Baseball Almanac
,Walter,Rehg,Phillip,Walter Phillip Rehg,1888,,,,Walter,Wally Rehg,Rehg,Wally,,https://www.baseball-almanac.com/players/player.php?p=rehgwa01,Baseball Almanac
